,title,release_date,genres,mpaa,budget_cost,total_gross,runtime
1266,3 Generations,"May 5, 2017",['Drama'],PG-13,,"{'domestic_gross': 155936, 'worldwide_gross': 680351}",1 hr 32 min
1267,The Journey,"Jun 16, 2017",['Drama'],PG-13,,"{'domestic_gross': 155475, 'worldwide_gross': 482209}",1 hr 34 min
1268,Endless Poetry,"Jul 14, 2017","['Biography', 'Drama', 'Fantasy']",,,"{'domestic_gross': 153440, 'worldwide_gross': 554706}",2 hr 8 min
1269,Bombshell: The Hedy Lamarr Story,"Nov 24, 2017","['Biography', 'Documentary', 'History', 'War']",,,"{'domestic_gross': 820300, 'worldwide_gross': 1092277}",1 hr 28 min
1270,Ex Libris: New York Public Library,"Sep 13, 2017",['Documentary'],,,"{'domestic_gross': 158192, 'worldwide_gross': 198239}",3 hr 17 min
1271,The Void,"Apr 7, 2017","['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",,,"{'domestic_gross': 151042, 'worldwide_gross': 368372}",1 hr 30 min
1272,The Unknown Girl,"Sep 8, 2017","['Crime', 'Drama', 'Mystery', 'Thriller']",,,"{'domestic_gross': 150549, 'worldwide_gross': 2432640}",1 hr 53 min
1273,Blade of the Immortal,"Nov 3, 2017","['Action', 'Drama']",R,,"{'domestic_gross': 150532, 'worldwide_gross': 7162617}",2 hr 20 min
1274,Jack Reacher: Never Go Back,"Oct 21, 2016","['Action', 'Thriller']",PG-13,"$60,000,000","{'domestic_gross': 58697076, 'worldwide_gross': 162146076}",1 hr 58 min
1275,Restless Creature: Wendy Whelan,"May 23, 2017",['Documentary'],,,"{'domestic_gross': 147780, 'worldwide_gross': 147780}",1 hr 30 min
1276,The Ex-File 3: The Return of The Exes,"Dec 29, 2017","['Comedy', 'Romance']",,,"{'domestic_gross': 838959, 'worldwide_gross': 307592427}",2 hr
1277,The Last Dalai Lama?,"Jul 7, 2017",['Documentary'],,,"{'domestic_gross': 145524, 'worldwide_gross': 145524}",1 hr 22 min
1278,A Man Called Ove,"Sep 30, 2016","['Comedy', 'Drama', 'Romance']",PG-13,,"{'domestic_gross': 3479315, 'worldwide_gross': 30691696}",1 hr 56 min
1279,Irving Berlin's Holiday Inn The Broadway Musical,"Nov 16, 2017",['Musical'],,,"{'domestic_gross': 144550, 'worldwide_gross': 144550}",2 hr 8 min
1280,Chavela,"Oct 4, 2017","['Biography', 'Documentary', 'History', 'Music']",,,"{'domestic_gross': 148666, 'worldwide_gross': 272842}",1 hr 33 min
1281,Lupin the 3rd: Castle of Cagliostro,"Sep 8, 2017","['Adventure', 'Animation', 'Family', 'Fantasy']",,,"{'domestic_gross': 142425, 'worldwide_gross': 151802}",1 hr 40 min
1282,The Other Side of Hope,"Dec 1, 2017","['Comedy', 'Drama']",,,"{'domestic_gross': 183943, 'worldwide_gross': 4282973}",1 hr 40 min
1283,The Handmaiden,"Oct 21, 2016","['Drama', 'Romance', 'Thriller']",,,"{'domestic_gross': 2006788, 'worldwide_gross': 37692886}",2 hr 25 min
1284,"Hare Krishna! The Mantra, the Movement and the Swami Who Started It","Jun 16, 2017",['Documentary'],,,"{'domestic_gross': 133006, 'worldwide_gross': 133006}",1 hr 30 min
1285,Dawson City: Frozen Time,"Oct 2, 2016","['Documentary', 'History']",,,"{'domestic_gross': 132369, 'worldwide_gross': 132369}",2 hr
1286,Thelma,"Nov 10, 2017","['Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']",,,"{'domestic_gross': 147391, 'worldwide_gross': 1463727}",1 hr 56 min
1287,Things to Come,"Dec 2, 2016",['Drama'],PG-13,,"{'domestic_gross': 388140, 'worldwide_gross': 5638693}",1 hr 42 min
1288,Moka,"Jun 14, 2017",['Drama'],,,"{'domestic_gross': 129547, 'worldwide_gross': 1493067}",1 hr 29 min
1289,City of Ghosts,"Jul 7, 2017","['Documentary', 'War']",R,,"{'domestic_gross': 128015, 'worldwide_gross': 228225}",1 hr 32 min
1290,Marie Curie: The Courage of Knowledge,"Jun 30, 2017","['Biography', 'Drama', 'Romance']",,,"{'domestic_gross': 127986, 'worldwide_gross': 1892911}",1 hr 40 min
1291,The B-Side: Elsa Dorfman's Portrait Photography,"Jun 30, 2017",['Documentary'],R,,"{'domestic_gross': 125227, 'worldwide_gross': 125227}",1 hr 16 min
1292,Buena Vista Social Club: Adios,"May 26, 2017",['Documentary'],PG,,"{'domestic_gross': 123445, 'worldwide_gross': 701575}",1 hr 50 min
1293,Explosion,"Nov 24, 2017","['Action', 'Thriller']",,,"{'domestic_gross': 122700, 'worldwide_gross': 7731410}",1 hr 46 min
1294,Inferno,"Oct 28, 2016","['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",PG-13,"$75,000,000","{'domestic_gross': 34343574, 'worldwide_gross': 220021259}",2 hr 1 min
1295,The Thousand Faces of Dunjia,"Dec 15, 2017","['Action', 'Adventure', 'Fantasy']",,,"{'domestic_gross': 124187, 'worldwide_gross': 46263237}",1 hr 53 min
1296,Our Time Will Come,"Jul 7, 2017","['Drama', 'War']",,,"{'domestic_gross': 114560, 'worldwide_gross': 9484714}",2 hr 10 min
1297,Big Sonia,"Nov 17, 2017","['Documentary', 'Family', 'History']",,,"{'domestic_gross': 212471, 'worldwide_gross': 212471}",1 hr 33 min
1298,"We Love You, Sally Carmichael!","Aug 4, 2017",['Comedy'],PG,,"{'domestic_gross': 113435, 'worldwide_gross': 113435}",1 hr 24 min
1299,Abacus: Small Enough to Jail,"May 19, 2017",['Documentary'],,,"{'domestic_gross': 113278, 'worldwide_gross': 113278}",1 hr 28 min
1300,The King's Choice,"Sep 22, 2017","['Biography', 'Drama', 'History', 'War']",,,"{'domestic_gross': 113231, 'worldwide_gross': 10017316}",2 hr 13 min
1301,The Trouble with Terkel,"Feb 3, 2017","['Animation', 'Comedy', 'Drama', 'Musical', 'Thriller']",,,"{'domestic_gross': 110289, 'worldwide_gross': 110289}",1 hr 27 min
1302,Reset,"Jun 30, 2017","['Action', 'Sci-Fi', 'Thriller']",,,"{'domestic_gross': 108970, 'worldwide_gross': 29949252}",1 hr 45 min
1303,Slack Bay,"Mar 10, 2017","['Comedy', 'Fantasy']",,,"{'domestic_gross': 112621, 'worldwide_gross': 4734494}",2 hr 2 min
1304,SEED: The Untold Story,"Aug 22, 2016",['Documentary'],,,"{'domestic_gross': 207825, 'worldwide_gross': 209580}",1 hr 34 min
1305,Like Crazy,"May 5, 2017","['Comedy', 'Drama']",,,"{'domestic_gross': 107362, 'worldwide_gross': 9029150}",1 hr 56 min
1306,Fabricated City,"Feb 24, 2017","['Action', 'Crime']",,,"{'domestic_gross': 104874, 'worldwide_gross': 18307490}",2 hr 6 min
1307,The Bolshoi Ballet: Live From Moscow - A Hero of Our Time,"Apr 9, 2017",[],,,"{'domestic_gross': 104837, 'worldwide_gross': 135168}",2 hr 45 min
1308,Walking Out,"Oct 5, 2017","['Adventure', 'Drama', 'Thriller']",PG-13,,"{'domestic_gross': 101947, 'worldwide_gross': 162445}",1 hr 35 min
1309,The Lure,"Feb 1, 2017","['Comedy', 'Drama', 'Fantasy', 'Horror', 'Musical', 'Thriller']",,,"{'domestic_gross': 101657, 'worldwide_gross': 108846}",1 hr 32 min
1310,Some Like It Hot,"Jan 13, 2017",['Comedy'],,,"{'domestic_gross': 100026, 'worldwide_gross': 95721320}",1 hr 56 min
1311,Munna Michael,"Jul 21, 2017","['Action', 'Drama', 'Music', 'Romance']",,,"{'domestic_gross': 99629, 'worldwide_gross': 189105}",2 hr 20 min
1312,"Tim Timmerman, Hope of America","Mar 2, 2017","['Comedy', 'Drama', 'Romance']",PG-13,,"{'domestic_gross': 97727, 'worldwide_gross': 97727}",1 hr 34 min
1313,Poster Boys,"Sep 8, 2017",['Comedy'],PG-13,,"{'domestic_gross': 97049, 'worldwide_gross': 2602256}",2 hr 8 min
1314,The Mayor,"Apr 28, 2017",['Drama'],,,"{'domestic_gross': 96777, 'worldwide_gross': 9476194}",2 hr 10 min
1315,Score,"Jun 16, 2017","['Documentary', 'Music']",,,"{'domestic_gross': 101382, 'worldwide_gross': 184025}",1 hr 33 min
1316,Keep Watching,"Oct 31, 2017","['Horror', 'Mystery', 'Thriller']",R,,"{'domestic_gross': 94178, 'worldwide_gross': 94178}",1 hr 29 min
1317,The Fencer,"Jul 21, 2017","['Biography', 'Drama', 'History', 'Sport']",,,"{'domestic_gross': 95952, 'worldwide_gross': 599537}",1 hr 39 min
1318,Sully,"Sep 9, 2016","['Biography', 'Drama']",PG-13,"$60,000,000","{'domestic_gross': 125070033, 'worldwide_gross': 240797623}",1 hr 36 min
1319,BPM (Beats Per Minute),"Oct 20, 2017",['Drama'],,,"{'domestic_gross': 125189, 'worldwide_gross': 7704369}",2 hr 23 min
1320,Aida's Secrets,"Oct 20, 2017",['Documentary'],,,"{'domestic_gross': 98468, 'worldwide_gross': 98468}",1 hr 30 min
1321,Memoir of a Murderer,"Sep 8, 2017","['Action', 'Crime', 'Thriller']",,,"{'domestic_gross': 91335, 'worldwide_gross': 19015346}",1 hr 58 min
1322,The King's Case Note,"Apr 28, 2017","['Comedy', 'Mystery']",,,"{'domestic_gross': 90959, 'worldwide_gross': 11383493}",1 hr 54 min
1323,Because of Grácia,"Sep 15, 2017","['Comedy', 'Drama', 'Romance']",PG-13,,"{'domestic_gross': 90878, 'worldwide_gross': 90878}",1 hr 47 min
1324,Dina,"Oct 6, 2017",['Documentary'],,,"{'domestic_gross': 90503, 'worldwide_gross': 96524}",1 hr 43 min
1325,Night of the Living Dead,"Oct 13, 2017",['Horror'],,,"{'domestic_gross': 89029, 'worldwide_gross': 89029}",1 hr 36 min
1326,Hostiles,"Dec 22, 2017","['Drama', 'Western']",R,,"{'domestic_gross': 29819114, 'worldwide_gross': 35669017}",2 hr 14 min
