,title,release_date,genres,mpaa,budget_cost,total_gross,runtime,release_month,release_year,world_gross,domestic_gross,month_year,genre_1
887,Annabelle: Creation,"Aug 11, 2017","['Horror', 'Mystery', 'Thriller']",R,15000000.0,"{'domestic_gross': 102092201, 'worldwide_gross': 306515884}",1 hr 49 min,Aug,2017,306515884,102092201,Aug 2017,Horror
888,Daddy's Home 2,"Nov 10, 2017",['Comedy'],PG-13,69000000.0,"{'domestic_gross': 104029443, 'worldwide_gross': 180613180}",1 hr 40 min,Nov,2017,180613180,104029443,Nov 2017,Comedy
889,Murder on the Orient Express,"Nov 10, 2017","['Crime', 'Drama', 'Mystery']",PG-13,55000000.0,"{'domestic_gross': 102826543, 'worldwide_gross': 352789811}",1 hr 54 min,Nov,2017,352789811,102826543,Nov 2017,Crime
890,Kingsman: The Golden Circle,"Sep 22, 2017","['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",R,104000000.0,"{'domestic_gross': 100234838, 'worldwide_gross': 410902662}",2 hr 21 min,Sep,2017,410902662,100234838,Sep 2017,Action
891,John Wick: Chapter 2,"Feb 10, 2017","['Action', 'Crime', 'Thriller']",R,,"{'domestic_gross': 92029184, 'worldwide_gross': 171539887}",2 hr 2 min,Feb,2017,171539887,92029184,Feb 2017,Action
892,Blade Runner 2049,"Oct 6, 2017","['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",R,150000000.0,"{'domestic_gross': 92054159, 'worldwide_gross': 259239658}",2 hr 44 min,Oct,2017,259239658,92054159,Oct 2017,Action
893,The Emoji Movie,"Jul 28, 2017","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",PG,50000000.0,"{'domestic_gross': 86089513, 'worldwide_gross': 217776646}",1 hr 26 min,Jul,2017,217776646,86089513,Jul 2017,Adventure
894,Power Rangers,"Mar 24, 2017","['Action', 'Adventure', 'Sci-Fi']",PG-13,100000000.0,"{'domestic_gross': 85364450, 'worldwide_gross': 142337240}",2 hr 4 min,Mar,2017,142337240,85364450,Mar 2017,Action
895,The Mummy,"Jun 9, 2017","['Action', 'Adventure', 'Fantasy', 'Thriller']",PG-13,125000000.0,"{'domestic_gross': 80227895, 'worldwide_gross': 409231607}",1 hr 51 min,Jun,2017,409231607,80227895,Jun 2017,Action
896,The Hitman's Bodyguard,"Aug 18, 2017","['Action', 'Comedy', 'Crime', 'Thriller']",R,30000000.0,"{'domestic_gross': 75468583, 'worldwide_gross': 176586701}",1 hr 58 min,Aug,2017,176586701,75468583,Aug 2017,Action
897,Alien: Covenant,"May 19, 2017","['Horror', 'Sci-Fi', 'Thriller']",R,97000000.0,"{'domestic_gross': 74262031, 'worldwide_gross': 240891763}",2 hr 2 min,May,2017,240891763,74262031,May 2017,Horror
898,Captain Underpants: The First Epic Movie,"Jun 2, 2017","['Action', 'Animation', 'Comedy', 'Family']",PG,38000000.0,"{'domestic_gross': 73921000, 'worldwide_gross': 125427681}",1 hr 29 min,Jun,2017,125427681,73921000,Jun 2017,Action
899,A Bad Moms Christmas,"Nov 1, 2017",['Comedy'],R,28000000.0,"{'domestic_gross': 72110659, 'worldwide_gross': 130560428}",1 hr 44 min,Nov,2017,130560428,72110659,Nov 2017,Comedy
900,A Dog's Purpose,"Jan 27, 2017","['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",PG,22000000.0,"{'domestic_gross': 64508620, 'worldwide_gross': 205035819}",1 hr 40 min,Jan,2017,205035819,64508620,Jan 2017,Adventure
901,Pitch Perfect 3,"Dec 22, 2017","['Comedy', 'Music']",PG-13,45000000.0,"{'domestic_gross': 104897530, 'worldwide_gross': 185400345}",1 hr 33 min,Dec,2017,185400345,104897530,Dec 2017,Comedy
902,The Lego Ninjago Movie,"Sep 22, 2017","['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",PG,,"{'domestic_gross': 59281555, 'worldwide_gross': 123081555}",1 hr 41 min,Sep,2017,123081555,59281555,Sep 2017,Action
903,Baywatch,"May 25, 2017","['Action', 'Comedy', 'Crime']",R,69000000.0,"{'domestic_gross': 58060186, 'worldwide_gross': 177856751}",1 hr 56 min,May,2017,177856751,58060186,May 2017,Action
904,The Shack,"Mar 3, 2017","['Drama', 'Fantasy']",PG-13,,"{'domestic_gross': 57386418, 'worldwide_gross': 96942115}",2 hr 12 min,Mar,2017,96942115,57386418,Mar 2017,Drama
905,Happy Death Day,"Oct 13, 2017","['Horror', 'Mystery', 'Thriller']",PG-13,4800000.0,"{'domestic_gross': 55683845, 'worldwide_gross': 125479266}",1 hr 36 min,Oct,2017,125479266,55683845,Oct 2017,Horror
906,Ferdinand,"Dec 15, 2017","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",PG,111000000.0,"{'domestic_gross': 84410380, 'worldwide_gross': 296069199}",1 hr 48 min,Dec,2017,296069199,84410380,Dec 2017,Adventure
907,Atomic Blonde,"Jul 28, 2017","['Action', 'Thriller']",R,30000000.0,"{'domestic_gross': 51687870, 'worldwide_gross': 100014025}",1 hr 55 min,Jul,2017,100014025,51687870,Jul 2017,Action
908,American Made,"Sep 29, 2017","['Action', 'Biography', 'Comedy', 'Crime', 'Drama']",R,50000000.0,"{'domestic_gross': 51342000, 'worldwide_gross': 134866593}",1 hr 55 min,Sep,2017,134866593,51342000,Sep 2017,Action
909,The Dark Tower,"Aug 4, 2017","['Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi', 'Western']",PG-13,60000000.0,"{'domestic_gross': 50701325, 'worldwide_gross': 113231078}",1 hr 35 min,Aug,2017,113231078,50701325,Aug 2017,Action
910,The Greatest Showman,"Dec 20, 2017","['Biography', 'Drama', 'Musical']",PG,84000000.0,"{'domestic_gross': 174340174, 'worldwide_gross': 434993183}",1 hr 45 min,Dec,2017,434993183,174340174,Dec 2017,Biography
911,Boo 2! A Madea Halloween,"Oct 20, 2017","['Comedy', 'Drama', 'Horror']",PG-13,25000000.0,"{'domestic_gross': 47319572, 'worldwide_gross': 48333932}",1 hr 41 min,Oct,2017,48333932,47319572,Oct 2017,Comedy
912,Lion,"Nov 25, 2016","['Biography', 'Drama']",PG-13,12000000.0,"{'domestic_gross': 51738905, 'worldwide_gross': 140312928}",1 hr 58 min,Nov,2016,140312928,51738905,Nov 2016,Biography
913,Snatched,"May 12, 2017","['Action', 'Adventure', 'Comedy']",R,42000000.0,"{'domestic_gross': 45852178, 'worldwide_gross': 60845711}",1 hr 30 min,May,2017,60845711,45852178,May 2017,Action
914,The Great Wall,"Feb 17, 2017","['Action', 'Adventure', 'Fantasy', 'Thriller']",PG-13,150000000.0,"{'domestic_gross': 45540830, 'worldwide_gross': 334933831}",1 hr 43 min,Feb,2017,334933831,45540830,Feb 2017,Action
915,Smurfs: The Lost Village,"Apr 7, 2017","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",PG,60000000.0,"{'domestic_gross': 45020282, 'worldwide_gross': 197183546}",1 hr 30 min,Apr,2017,197183546,45020282,Apr 2017,Adventure
916,Going in Style,"Apr 7, 2017","['Comedy', 'Crime']",PG-13,25000000.0,"{'domestic_gross': 45018541, 'worldwide_gross': 84918541}",1 hr 36 min,Apr,2017,84918541,45018541,Apr 2017,Comedy
917,All Eyez on Me,"Jun 16, 2017","['Biography', 'Drama', 'Music']",R,40000000.0,"{'domestic_gross': 44922302, 'worldwide_gross': 55668698}",2 hr 19 min,Jun,2017,55668698,44922302,Jun 2017,Biography
918,xXx: Return of Xander Cage,"Jan 20, 2017","['Action', 'Adventure', 'Thriller']",PG-13,85000000.0,"{'domestic_gross': 44898413, 'worldwide_gross': 346118277}",1 hr 47 min,Jan,2017,346118277,44898413,Jan 2017,Action
919,Passengers,"Dec 21, 2016","['Drama', 'Romance', 'Sci-Fi', 'Thriller']",PG-13,110000000.0,"{'domestic_gross': 100014699, 'worldwide_gross': 303144152}",1 hr 56 min,Dec,2016,303144152,100014699,Dec 2016,Drama
920,47 Meters Down,"Jun 16, 2017","['Adventure', 'Drama', 'Horror', 'Thriller']",PG-13,5300000.0,"{'domestic_gross': 44307191, 'worldwide_gross': 62187529}",1 hr 29 min,Jun,2017,62187529,44307191,Jun 2017,Adventure
921,The Big Sick,"Jun 23, 2017","['Comedy', 'Drama', 'Romance']",R,,"{'domestic_gross': 42873127, 'worldwide_gross': 56411585}",2 hr,Jun,2017,56411585,42873127,Jun 2017,Comedy
922,Moana,"Nov 23, 2016","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",PG,,"{'domestic_gross': 248757044, 'worldwide_gross': 643331111}",1 hr 47 min,Nov,2016,643331111,248757044,Nov 2016,Adventure
923,Ghost in the Shell,"Mar 31, 2017","['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",PG-13,110000000.0,"{'domestic_gross': 40563557, 'worldwide_gross': 169801921}",1 hr 47 min,Mar,2017,169801921,40563557,Mar 2017,Action
924,Valerian and the City of a Thousand Planets,"Jul 21, 2017","['Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']",PG-13,177200000.0,"{'domestic_gross': 41189488, 'worldwide_gross': 225874228}",2 hr 16 min,Jul,2017,225874228,41189488,Jul 2017,Action
925,The Star,"Nov 17, 2017","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",PG,20000000.0,"{'domestic_gross': 40852824, 'worldwide_gross': 62812974}",1 hr 26 min,Nov,2017,62812974,40852824,Nov 2017,Adventure
926,King Arthur: Legend of the Sword,"May 12, 2017","['Action', 'Adventure', 'Drama', 'Fantasy']",PG-13,175000000.0,"{'domestic_gross': 39175066, 'worldwide_gross': 148675066}",2 hr 6 min,May,2017,148675066,39175066,May 2017,Action
927,Jigsaw,"Oct 27, 2017","['Crime', 'Horror', 'Mystery']",R,10000000.0,"{'domestic_gross': 38052832, 'worldwide_gross': 102952888}",1 hr 32 min,Oct,2017,102952888,38052832,Oct 2017,Crime
928,American Assassin,"Sep 15, 2017","['Action', 'Thriller']",R,33000000.0,"{'domestic_gross': 36249674, 'worldwide_gross': 67234188}",1 hr 52 min,Sep,2017,67234188,36249674,Sep 2017,Action
929,The Foreigner,"Oct 13, 2017","['Action', 'Thriller']",R,35000000.0,"{'domestic_gross': 34393507, 'worldwide_gross': 145374099}",1 hr 53 min,Oct,2017,145374099,34393507,Oct 2017,Action
930,"Everything, Everything","May 19, 2017","['Drama', 'Romance']",PG-13,10000000.0,"{'domestic_gross': 34121140, 'worldwide_gross': 61621140}",1 hr 36 min,May,2017,61621140,34121140,May 2017,Drama
931,Wind River,"Aug 4, 2017","['Crime', 'Drama', 'Mystery', 'Thriller']",R,11000000.0,"{'domestic_gross': 33800859, 'worldwide_gross': 43980821}",1 hr 47 min,Aug,2017,43980821,33800859,Aug 2017,Crime
932,Geostorm,"Oct 20, 2017","['Action', 'Sci-Fi', 'Thriller']",PG-13,120000000.0,"{'domestic_gross': 33700160, 'worldwide_gross': 221600160}",1 hr 49 min,Oct,2017,221600160,33700160,Oct 2017,Action
933,Monster Trucks,"Jan 13, 2017","['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",PG,,"{'domestic_gross': 33370166, 'worldwide_gross': 64493915}",1 hr 44 min,Jan,2017,64493915,33370166,Jan 2017,Action
934,Fist Fight,"Feb 17, 2017",['Comedy'],R,,"{'domestic_gross': 32187017, 'worldwide_gross': 41087017}",1 hr 31 min,Feb,2017,41087017,32187017,Feb 2017,Comedy
935,How to Be a Latin Lover,"Apr 28, 2017","['Comedy', 'Drama']",PG-13,,"{'domestic_gross': 32149404, 'worldwide_gross': 62547032}",1 hr 55 min,Apr,2017,62547032,32149404,Apr 2017,Comedy
936,Lady Bird,"Nov 3, 2017","['Comedy', 'Drama']",R,,"{'domestic_gross': 48958273, 'worldwide_gross': 78965611}",1 hr 34 min,Nov,2017,78965611,48958273,Nov 2017,Comedy
937,Fences,"Dec 16, 2016",['Drama'],PG-13,24000000.0,"{'domestic_gross': 57682904, 'worldwide_gross': 64414761}",2 hr 19 min,Dec,2016,64414761,57682904,Dec 2016,Drama
938,Patriots Day,"Dec 21, 2016","['Action', 'Crime', 'Drama', 'History', 'Thriller']",R,45000000.0,"{'domestic_gross': 31886361, 'worldwide_gross': 52185751}",2 hr 13 min,Dec,2016,52185751,31886361,Dec 2016,Action
939,Kidnap,"Aug 4, 2017","['Action', 'Crime', 'Drama', 'Thriller']",R,21000000.0,"{'domestic_gross': 30971040, 'worldwide_gross': 34814102}",1 hr 35 min,Aug,2017,34814102,30971040,Aug 2017,Action
940,Underworld: Blood Wars,"Jan 6, 2017","['Action', 'Adventure', 'Fantasy', 'Horror']",R,35000000.0,"{'domestic_gross': 30353973, 'worldwide_gross': 81093313}",1 hr 31 min,Jan,2017,81093313,30353973,Jan 2017,Action
941,The Mountain Between Us,"Oct 6, 2017","['Action', 'Adventure', 'Drama', 'Romance', 'Thriller']",PG-13,35000000.0,"{'domestic_gross': 30348555, 'worldwide_gross': 62832209}",1 hr 52 min,Oct,2017,62832209,30348555,Oct 2017,Action
942,Life,"Mar 24, 2017","['Horror', 'Sci-Fi', 'Thriller']",R,58000000.0,"{'domestic_gross': 30234022, 'worldwide_gross': 100541806}",1 hr 44 min,Mar,2017,100541806,30234022,Mar 2017,Horror
943,Why Him?,"Dec 23, 2016",['Comedy'],R,38000000.0,"{'domestic_gross': 60323786, 'worldwide_gross': 118102725}",1 hr 51 min,Dec,2016,118102725,60323786,Dec 2016,Comedy
944,The Nut Job 2: Nutty by Nature,"Aug 11, 2017","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",PG,40000000.0,"{'domestic_gross': 28370522, 'worldwide_gross': 68743485}",1 hr 31 min,Aug,2017,68743485,28370522,Aug 2017,Adventure
945,Rings,"Feb 3, 2017","['Drama', 'Horror', 'Mystery', 'Romance']",PG-13,25000000.0,"{'domestic_gross': 27793018, 'worldwide_gross': 83080890}",1 hr 42 min,Feb,2017,83080890,27793018,Feb 2017,Drama
946,Logan Lucky,"Aug 18, 2017","['Comedy', 'Crime', 'Drama']",PG-13,29000000.0,"{'domestic_gross': 27780977, 'worldwide_gross': 48453605}",1 hr 58 min,Aug,2017,48453605,27780977,Aug 2017,Comedy
947,Home Again,"Sep 8, 2017","['Comedy', 'Drama', 'Romance']",PG-13,12000000.0,"{'domestic_gross': 27020284, 'worldwide_gross': 37270721}",1 hr 37 min,Sep,2017,37270721,27020284,Sep 2017,Comedy
948,Resident Evil: The Final Chapter,"Jan 27, 2017","['Action', 'Horror', 'Sci-Fi']",R,40000000.0,"{'domestic_gross': 26830068, 'worldwide_gross': 312242626}",1 hr 47 min,Jan,2017,312242626,26830068,Jan 2017,Action
949,The House,"Jun 30, 2017","['Comedy', 'Crime']",R,40000000.0,"{'domestic_gross': 25584504, 'worldwide_gross': 34184504}",1 hr 28 min,Jun,2017,34184504,25584504,Jun 2017,Comedy
950,Gifted,"Apr 7, 2017",['Drama'],PG-13,7000000.0,"{'domestic_gross': 24801212, 'worldwide_gross': 43046590}",1 hr 41 min,Apr,2017,43046590,24801212,Apr 2017,Drama
951,"Three Billboards Outside Ebbing, Missouri","Nov 10, 2017","['Comedy', 'Crime', 'Drama']",R,,"{'domestic_gross': 54513740, 'worldwide_gross': 160192031}",1 hr 55 min,Nov,2017,160192031,54513740,Nov 2017,Comedy
952,The Bye Bye Man,"Jan 13, 2017","['Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",PG-13,7400000.0,"{'domestic_gross': 22395806, 'worldwide_gross': 29874280}",1 hr 36 min,Jan,2017,29874280,22395806,Jan 2017,Drama
953,Victoria & Abdul,"Sep 22, 2017","['Biography', 'Drama', 'History']",PG-13,,"{'domestic_gross': 22245070, 'worldwide_gross': 66558465}",1 hr 51 min,Sep,2017,66558465,22245070,Sep 2017,Biography
954,Rough Night,"Jun 16, 2017","['Comedy', 'Crime', 'Thriller']",R,20000000.0,"{'domestic_gross': 22105643, 'worldwide_gross': 47347283}",1 hr 41 min,Jun,2017,47347283,22105643,Jun 2017,Comedy
955,My Little Pony: The Movie,"Oct 6, 2017","['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']",PG,6500000.0,"{'domestic_gross': 21885107, 'worldwide_gross': 60330833}",1 hr 39 min,Oct,2017,60330833,21885107,Oct 2017,Adventure
956,Leap!,"Aug 25, 2017","['Adventure', 'Animation', 'Comedy', 'Family', 'Music']",PG,,"{'domestic_gross': 21858070, 'worldwide_gross': 21929861}",1 hr 29 min,Aug,2017,21929861,21858070,Aug 2017,Adventure
957,Sleepless,"Jan 13, 2017","['Action', 'Crime', 'Thriller']",R,,"{'domestic_gross': 20783704, 'worldwide_gross': 32917353}",1 hr 35 min,Jan,2017,32917353,20783704,Jan 2017,Action
958,Diary of a Wimpy Kid: The Long Haul,"May 19, 2017","['Comedy', 'Family']",PG,22000000.0,"{'domestic_gross': 20738724, 'worldwide_gross': 40140972}",1 hr 31 min,May,2017,40140972,20738724,May 2017,Comedy
959,Manchester by the Sea,"Nov 18, 2016",['Drama'],R,9000000.0,"{'domestic_gross': 47695371, 'worldwide_gross': 78988148}",2 hr 17 min,Nov,2016,78988148,47695371,Nov 2016,Drama
960,The Circle,"Apr 28, 2017","['Drama', 'Sci-Fi', 'Thriller']",PG-13,18000000.0,"{'domestic_gross': 20497844, 'worldwide_gross': 40656399}",1 hr 50 min,Apr,2017,40656399,20497844,Apr 2017,Drama
961,Baahubali 2: The Conclusion,"Apr 28, 2017","['Action', 'Drama']",,,"{'domestic_gross': 20186659, 'worldwide_gross': 254158390}",2 hr 47 min,Apr,2017,254158390,20186659,Apr 2017,Action
962,Chips,"Mar 24, 2017","['Action', 'Comedy', 'Crime']",R,25000000.0,"{'domestic_gross': 18600152, 'worldwide_gross': 26800152}",1 hr 40 min,Mar,2017,26800152,18600152,Mar 2017,Action
963,Assassin's Creed,"Dec 21, 2016","['Action', 'Adventure', 'Sci-Fi']",PG-13,125000000.0,"{'domestic_gross': 54647948, 'worldwide_gross': 240697856}",1 hr 55 min,Dec,2016,240697856,54647948,Dec 2016,Action
964,Only the Brave,"Oct 20, 2017","['Action', 'Biography', 'Drama']",PG-13,38000000.0,"{'domestic_gross': 18343983, 'worldwide_gross': 26351322}",2 hr 14 min,Oct,2017,26351322,18343983,Oct 2017,Action
965,Darkest Hour,"Nov 22, 2017","['Biography', 'Drama', 'Family', 'History', 'Thriller', 'War']",PG-13,,"{'domestic_gross': 56468410, 'worldwide_gross': 150847207}",2 hr 5 min,Nov,2017,150847207,56468410,Nov 2017,Biography
966,The Disaster Artist,"Dec 1, 2017","['Biography', 'Comedy', 'Drama']",R,,"{'domestic_gross': 21120616, 'worldwide_gross': 29820616}",1 hr 44 min,Dec,2017,29820616,21120616,Dec 2017,Biography
967,Mother!,"Sep 15, 2017","['Drama', 'Horror', 'Mystery']",R,30000000.0,"{'domestic_gross': 17800004, 'worldwide_gross': 44516999}",2 hr 1 min,Sep,2017,44516999,17800004,Sep 2017,Drama
968,The Zookeeper's Wife,"Mar 31, 2017","['Biography', 'Drama', 'History', 'War']",PG-13,,"{'domestic_gross': 17571660, 'worldwide_gross': 26152835}",2 hr 7 min,Mar,2017,26152835,17571660,Mar 2017,Biography
969,The Glass Castle,"Aug 11, 2017","['Biography', 'Drama']",PG-13,,"{'domestic_gross': 17273059, 'worldwide_gross': 22088533}",2 hr 7 min,Aug,2017,22088533,17273059,Aug 2017,Biography
970,Downsizing,"Dec 22, 2017","['Drama', 'Sci-Fi']",R,68000000.0,"{'domestic_gross': 24449754, 'worldwide_gross': 55003890}",2 hr 15 min,Dec,2017,55003890,24449754,Dec 2017,Drama
971,Flatliners,"Sep 29, 2017","['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",PG-13,19000000.0,"{'domestic_gross': 16883115, 'worldwide_gross': 45158254}",1 hr 49 min,Sep,2017,45158254,16883115,Sep 2017,Drama
972,Detroit,"Jul 28, 2017","['Crime', 'Drama', 'History', 'Thriller']",R,34000000.0,"{'domestic_gross': 16790139, 'worldwide_gross': 23355100}",2 hr 23 min,Jul,2017,23355100,16790139,Jul 2017,Crime
973,The Shape of Water,"Dec 1, 2017","['Adventure', 'Drama', 'Fantasy', 'Romance', 'Thriller']",R,,"{'domestic_gross': 63859435, 'worldwide_gross': 195333312}",2 hr 3 min,Dec,2017,195333312,63859435,Dec 2017,Adventure
974,Moonlight,"Oct 21, 2016",['Drama'],R,4000000.0,"{'domestic_gross': 27854932, 'worldwide_gross': 65336603}",1 hr 51 min,Oct,2016,65336603,27854932,Oct 2016,Drama
975,The Case for Christ,"Apr 7, 2017","['Biography', 'Drama']",PG,,"{'domestic_gross': 14682684, 'worldwide_gross': 18175663}",1 hr 52 min,Apr,2017,18175663,14682684,Apr 2017,Biography
976,Wish Upon,"Jul 14, 2017","['Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",PG-13,12000000.0,"{'domestic_gross': 14301505, 'worldwide_gross': 23468586}",1 hr 30 min,Jul,2017,23468586,14301505,Jul 2017,Drama
977,It Comes at Night,"Jun 9, 2017","['Horror', 'Mystery']",R,,"{'domestic_gross': 13985117, 'worldwide_gross': 19735344}",1 hr 31 min,Jun,2017,19735344,13985117,Jun 2017,Horror
978,Born in China,"Apr 21, 2017",['Documentary'],G,,"{'domestic_gross': 13873211, 'worldwide_gross': 25081168}",1 hr 19 min,Apr,2017,25081168,13873211,Apr 2017,Documentary
979,Megan Leavey,"Jun 9, 2017","['Biography', 'Drama', 'War']",PG-13,,"{'domestic_gross': 13406883, 'worldwide_gross': 14510490}",1 hr 56 min,Jun,2017,14510490,13406883,Jun 2017,Biography
980,Father Figures,"Dec 22, 2017","['Comedy', 'Drama']",R,,"{'domestic_gross': 17501244, 'worldwide_gross': 25601244}",1 hr 53 min,Dec,2017,25601244,17501244,Dec 2017,Comedy
981,The Founder,"Jan 19, 2017","['Biography', 'Drama']",PG-13,,"{'domestic_gross': 12786053, 'worldwide_gross': 24121245}",1 hr 55 min,Jan,2017,24121245,12786053,Jan 2017,Biography
982,All the Money in the World,"Dec 25, 2017","['Biography', 'Crime', 'Drama', 'Mystery', 'Thriller']",R,,"{'domestic_gross': 25113707, 'worldwide_gross': 56996304}",2 hr 12 min,Dec,2017,56996304,25113707,Dec 2017,Biography
983,Battle of the Sexes,"Sep 22, 2017","['Biography', 'Comedy', 'Drama', 'Sport']",PG-13,,"{'domestic_gross': 12638526, 'worldwide_gross': 18598607}",2 hr 1 min,Sep,2017,18598607,12638526,Sep 2017,Biography
984,Before I Fall,"Mar 3, 2017","['Drama', 'Fantasy', 'Mystery']",PG-13,,"{'domestic_gross': 12241122, 'worldwide_gross': 16373843}",1 hr 38 min,Mar,2017,16373843,12241122,Mar 2017,Drama
985,"Roman J. Israel, Esq.","Nov 17, 2017","['Crime', 'Drama', 'Thriller']",PG-13,22000000.0,"{'domestic_gross': 11962778, 'worldwide_gross': 13025860}",2 hr 2 min,Nov,2017,13025860,11962778,Nov 2017,Crime
986,Unforgettable,"Apr 21, 2017","['Drama', 'Thriller']",R,12000000.0,"{'domestic_gross': 11368012, 'worldwide_gross': 17768012}",1 hr 40 min,Apr,2017,17768012,11368012,Apr 2017,Drama
987,Fantastic Beasts and Where to Find Them,"Nov 18, 2016","['Adventure', 'Family', 'Fantasy']",PG-13,180000000.0,"{'domestic_gross': 234037575, 'worldwide_gross': 814037575}",2 hr 12 min,Nov,2016,814037575,234037575,Nov 2016,Adventure
988,The Beguiled,"Jun 23, 2017","['Drama', 'Thriller']",R,,"{'domestic_gross': 10709995, 'worldwide_gross': 27869129}",1 hr 33 min,Jun,2017,27869129,10709995,Jun 2017,Drama
989,Live by Night,"Dec 25, 2016","['Action', 'Crime', 'Drama', 'Thriller']",R,,"{'domestic_gross': 10378555, 'worldwide_gross': 22678555}",2 hr 9 min,Dec,2016,22678555,10378555,Dec 2016,Action
990,The Belko Experiment,"Mar 17, 2017","['Horror', 'Thriller']",R,5000000.0,"{'domestic_gross': 10166820, 'worldwide_gross': 11084630}",1 hr 29 min,Mar,2017,11084630,10166820,Mar 2017,Horror
991,Thank You for Your Service,"Oct 27, 2017","['Biography', 'Drama', 'War']",R,20000000.0,"{'domestic_gross': 9536300, 'worldwide_gross': 9995692}",1 hr 49 min,Oct,2017,9995692,9536300,Oct 2017,Biography
992,Marshall,"Oct 13, 2017","['Biography', 'Crime', 'Drama', 'History']",PG-13,12000000.0,"{'domestic_gross': 10051659, 'worldwide_gross': 10116816}",1 hr 58 min,Oct,2017,10116816,10051659,Oct 2017,Biography
993,Rock Dog,"Feb 24, 2017","['Adventure', 'Animation', 'Comedy', 'Family', 'Music']",PG,,"{'domestic_gross': 9420546, 'worldwide_gross': 23157646}",1 hr 30 min,Feb,2017,23157646,9420546,Feb 2017,Adventure
