,title,release_date,genres,mpaa,budget_cost,total_gross,runtime,release_month,release_year,world_gross,domestic_gross,month_year,genre_1
3232,Downtown 81,"Oct 25, 2019","['Comedy', 'Drama', 'Musical']",,,"{'domestic_gross': 122390, 'worldwide_gross': 122390}",1 hr 12 min,Oct,2019,122390,122390,Oct 2019,Comedy
3233,Miss & Mrs. Cops,"May 10, 2019","['Action', 'Comedy', 'Crime']",,,"{'domestic_gross': 104578, 'worldwide_gross': 12147170}",1 hr 47 min,May,2019,12147170,104578,May 2019,Action
3234,Penguin Highway,"Apr 12, 2019","['Adventure', 'Animation', 'Family', 'Fantasy', 'Mystery']",Not Rated,,"{'domestic_gross': 104567, 'worldwide_gross': 4006647}",1 hr 57 min,Apr,2019,4006647,104567,Apr 2019,Adventure
3235,Anthropocene: The Human Epoch,"Sep 25, 2019",['Documentary'],,,"{'domestic_gross': 104806, 'worldwide_gross': 334162}",1 hr 27 min,Sep,2019,334162,104806,Sep 2019,Documentary
3236,The Divine Fury,"Aug 16, 2019","['Action', 'Horror', 'Thriller']",,,"{'domestic_gross': 102982, 'worldwide_gross': 11799556}",2 hr 9 min,Aug,2019,11799556,102982,Aug 2019,Action
3237,Walking on Water,"May 17, 2019","['Adventure', 'Comedy', 'Documentary', 'History']",,,"{'domestic_gross': 102140, 'worldwide_gross': 178119}",1 hr 45 min,May,2019,178119,102140,May 2019,Adventure
3238,Mojin: The Worm Valley,"Jan 4, 2019","['Action', 'Adventure', 'Fantasy', 'Horror', 'Mystery']",,,"{'domestic_gross': 101516, 'worldwide_gross': 22381583}",1 hr 50 min,Jan,2019,22381583,101516,Jan 2019,Action
3239,Wonders of the Sea,"Jan 17, 2019",['Documentary'],G,,"{'domestic_gross': 100780, 'worldwide_gross': 279415}",1 hr 22 min,Jan,2019,279415,100780,Jan 2019,Documentary
3240,Mirai,"Nov 29, 2018","['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy']",PG,,"{'domestic_gross': 812794, 'worldwide_gross': 27526961}",1 hr 38 min,Nov,2018,27526961,812794,Nov 2018,Adventure
3241,Tazza: One-Eyed Jack,"Sep 20, 2019","['Crime', 'Drama']",,,"{'domestic_gross': 97655, 'worldwide_gross': 16572611}",2 hr 19 min,Sep,2019,16572611,97655,Sep 2019,Crime
3242,The Third Wife,"May 15, 2019",['Drama'],R,,"{'domestic_gross': 84933, 'worldwide_gross': 305755}",1 hr 36 min,May,2019,305755,84933,May 2019,Drama
3243,The Song of Names,"Dec 25, 2019","['Drama', 'Music', 'Mystery', 'War']",PG-13,,"{'domestic_gross': 1077584, 'worldwide_gross': 1138700}",1 hr 53 min,Dec,2019,1138700,1077584,Dec 2019,Drama
3244,The Image Book,"Jan 25, 2019",['Drama'],,,"{'domestic_gross': 94153, 'worldwide_gross': 130802}",1 hr 24 min,Jan,2019,130802,94153,Jan 2019,Drama
3245,Margaret Atwood: Live in Cinemas,"Sep 10, 2019",['News'],,,"{'domestic_gross': 93690, 'worldwide_gross': 529285}",1 hr 50 min,Sep,2019,529285,93690,Sep 2019,News
3246,Rojo,"Jul 12, 2019","['Drama', 'Mystery', 'Thriller']",,,"{'domestic_gross': 94757, 'worldwide_gross': 557092}",1 hr 49 min,Jul,2019,557092,94757,Jul 2019,Drama
3247,Always Miss You,"May 3, 2019",['Romance'],Not Rated,,"{'domestic_gross': 91884, 'worldwide_gross': 19015465}",1 hr 38 min,May,2019,19015465,91884,May 2019,Romance
3248,Mapplethorpe,"Mar 1, 2019","['Biography', 'Drama']",,,"{'domestic_gross': 91002, 'worldwide_gross': 91002}",1 hr 42 min,Mar,2019,91002,91002,Mar 2019,Biography
3249,The Crossing,"Mar 15, 2019",['Drama'],,,"{'domestic_gross': 90896, 'worldwide_gross': 1589212}",1 hr 39 min,Mar,2019,1589212,90896,Mar 2019,Drama
3250,Loopers: The Caddie's Long Walk,"Jun 7, 2019","['Documentary', 'Sport']",PG,,"{'domestic_gross': 90679, 'worldwide_gross': 90679}",1 hr 20 min,Jun,2019,90679,90679,Jun 2019,Documentary
3251,My Dear Liar,"Nov 8, 2019",['Drama'],,,"{'domestic_gross': 90545, 'worldwide_gross': 31177968}",1 hr 56 min,Nov,2019,31177968,90545,Nov 2019,Drama
3252,A Bigger Splash,"Jun 21, 2019","['Biography', 'Documentary', 'Drama']",,,"{'domestic_gross': 95826, 'worldwide_gross': 95826}",1 hr 46 min,Jun,2019,95826,95826,Jun 2019,Biography
3253,Sound! Euphonium the Movie - Our Promise: A Brand New Day,"Jul 11, 2019","['Animation', 'Drama', 'Family', 'Music']",,,"{'domestic_gross': 90341, 'worldwide_gross': 2403030}",1 hr 40 min,Jul,2019,2403030,90341,Jul 2019,Animation
3254,Varda by Agnès,"Nov 22, 2019","['Biography', 'Documentary']",,,"{'domestic_gross': 160765, 'worldwide_gross': 235699}",1 hr 55 min,Nov,2019,235699,160765,Nov 2019,Biography
3255,Take Point,"Dec 27, 2018",['Action'],,,"{'domestic_gross': 112386, 'worldwide_gross': 12908032}",1 hr 59 min,Dec,2018,12908032,112386,Dec 2018,Action
3256,Ramen Shop,"Mar 22, 2019",['Drama'],,,"{'domestic_gross': 88455, 'worldwide_gross': 734579}",1 hr 29 min,Mar,2019,734579,88455,Mar 2019,Drama
3257,The Lumber Baron,"May 24, 2019","['Drama', 'History', 'Mystery']",PG,,"{'domestic_gross': 88336, 'worldwide_gross': 88336}",2 hr,May,2019,88336,88336,May 2019,Drama
3258,Jim Allison: Breakthrough,"Sep 27, 2019",['Documentary'],PG-13,,"{'domestic_gross': 87984, 'worldwide_gross': 87984}",1 hr 30 min,Sep,2019,87984,87984,Sep 2019,Documentary
3259,ECCO,"Aug 9, 2019","['Crime', 'Drama', 'Thriller']",R,,"{'domestic_gross': 86858, 'worldwide_gross': 86858}",2 hr 3 min,Aug,2019,86858,86858,Aug 2019,Crime
3260,Sonchiriya,"Mar 1, 2019","['Action', 'Crime', 'Drama']",,,"{'domestic_gross': 86765, 'worldwide_gross': 135413}",2 hr 23 min,Mar,2019,135413,86765,Mar 2019,Action
3261,The Chambermaid,"Jun 28, 2019",['Drama'],,,"{'domestic_gross': 86422, 'worldwide_gross': 164531}",1 hr 42 min,Jun,2019,164531,86422,Jun 2019,Drama
3262,National Theater Live: Cyrano de Bergerac,"Jan 23, 2019","['Drama', 'Romance']",,,"{'domestic_gross': 86300, 'worldwide_gross': 1173512}",2 hr 40 min,Jan,2019,1173512,86300,Jan 2019,Drama
3263,Mayday Life,"May 31, 2019",['Music'],,,"{'domestic_gross': 85912, 'worldwide_gross': 7435496}",1 hr 52 min,May,2019,7435496,85912,May 2019,Music
3264,Skid Row Marathon,"Oct 14, 2019",['Documentary'],,,"{'domestic_gross': 84997, 'worldwide_gross': 84997}",1 hr 25 min,Oct,2019,84997,84997,Oct 2019,Documentary
3265,Papi Chulo,"Jun 7, 2019","['Comedy', 'Drama']",R,,"{'domestic_gross': 84703, 'worldwide_gross': 94321}",1 hr 38 min,Jun,2019,94321,84703,Jun 2019,Comedy
3266,Woodstock,"May 24, 2019","['Documentary', 'History']",Not Rated,,"{'domestic_gross': 84440, 'worldwide_gross': 84440}",1 hr 46 min,May,2019,84440,84440,May 2019,Documentary
3267,Once Upon a Deadpool,"Dec 12, 2018","['Action', 'Adventure', 'Comedy', 'Sci-Fi']",R,110000000.0,"{'domestic_gross': 6100309, 'worldwide_gross': 51247568}",1 hr 59 min,Dec,2018,51247568,6100309,Dec 2018,Action
3268,Looking Up,"Jul 19, 2019",['Drama'],,,"{'domestic_gross': 84267, 'worldwide_gross': 122994583}",2 hr 27 min,Jul,2019,122994583,84267,Jul 2019,Drama
3269,High Strung Free Dance,"Oct 11, 2019","['Music', 'Romance']",PG,,"{'domestic_gross': 83891, 'worldwide_gross': 98481}",1 hr 43 min,Oct,2019,98481,83891,Oct 2019,Music
3270,Ms. Purple,"Sep 6, 2019",['Drama'],,,"{'domestic_gross': 80657, 'worldwide_gross': 80657}",1 hr 27 min,Sep,2019,80657,80657,Sep 2019,Drama
3271,The Old Man & the Gun,"Sep 28, 2018","['Biography', 'Comedy', 'Crime', 'Drama', 'Romance']",PG-13,,"{'domestic_gross': 11277120, 'worldwide_gross': 17860397}",1 hr 33 min,Sep,2018,17860397,11277120,Sep 2018,Biography
3272,Swing Kids,"Dec 21, 2018",['Drama'],,,"{'domestic_gross': 222001, 'worldwide_gross': 10397408}",2 hr 13 min,Dec,2018,10397408,222001,Dec 2018,Drama
3273,Saint Judy,"Mar 1, 2019","['Biography', 'Drama']",PG-13,,"{'domestic_gross': 78935, 'worldwide_gross': 96212}",1 hr 46 min,Mar,2019,96212,78935,Mar 2019,Biography
3274,The Heiresses,"Jan 16, 2019",['Drama'],,,"{'domestic_gross': 78473, 'worldwide_gross': 811196}",1 hr 38 min,Jan,2019,811196,78473,Jan 2019,Drama
3275,A Faithful Man,"Jul 19, 2019","['Comedy', 'Drama', 'Romance']",,,"{'domestic_gross': 77491, 'worldwide_gross': 1720605}",1 hr 15 min,Jul,2019,1720605,77491,Jul 2019,Comedy
3276,Ploey,"Apr 26, 2019","['Adventure', 'Animation', 'Family']",PG,,"{'domestic_gross': 77815, 'worldwide_gross': 6146292}",1 hr 23 min,Apr,2019,6146292,77815,Apr 2019,Adventure
3277,Fast Colour,"Apr 19, 2019","['Drama', 'Sci-Fi', 'Thriller']",PG-13,,"{'domestic_gross': 76916, 'worldwide_gross': 76916}",1 hr 40 min,Apr,2019,76916,76916,Apr 2019,Drama
3278,Christ Stopped at Eboli,"Apr 3, 2019",['Drama'],,,"{'domestic_gross': 78736, 'worldwide_gross': 78736}",2 hr 30 min,Apr,2019,78736,78736,Apr 2019,Drama
3279,Triple Threat,"Mar 19, 2019","['Action', 'Thriller']",R,,"{'domestic_gross': 76289, 'worldwide_gross': 345900}",1 hr 36 min,Mar,2019,345900,76289,Mar 2019,Action
3280,"Hale County This Morning, This Evening","Sep 14, 2018",['Documentary'],,,"{'domestic_gross': 112282, 'worldwide_gross': 112282}",1 hr 16 min,Sep,2018,112282,112282,Sep 2018,Documentary
3281,Savage,"May 3, 2019","['Action', 'Crime', 'Thriller']",Not Rated,,"{'domestic_gross': 74491, 'worldwide_gross': 4140502}",1 hr 52 min,May,2019,4140502,74491,May 2019,Action
3282,5B,"Jun 14, 2019",['Documentary'],PG-13,,"{'domestic_gross': 72968, 'worldwide_gross': 72968}",1 hr 34 min,Jun,2019,72968,72968,Jun 2019,Documentary
3283,Working Woman,"Mar 27, 2019",['Drama'],,,"{'domestic_gross': 64048, 'worldwide_gross': 204727}",1 hr 33 min,Mar,2019,204727,64048,Mar 2019,Drama
3284,Cliffs of Freedom,"Mar 1, 2019",['Drama'],R,,"{'domestic_gross': 72476, 'worldwide_gross': 300842}",2 hr 17 min,Mar,2019,300842,72476,Mar 2019,Drama
3285,3 Faces,"Mar 8, 2019","['Drama', 'History']",,,"{'domestic_gross': 72324, 'worldwide_gross': 2191516}",1 hr 40 min,Mar,2019,2191516,72324,Mar 2019,Drama
3286,Storm Boy,"Apr 5, 2019","['Adventure', 'Drama', 'Family']",PG,,"{'domestic_gross': 71760, 'worldwide_gross': 4281218}",1 hr 39 min,Apr,2019,4281218,71760,Apr 2019,Adventure
3287,Free Trip to Egypt,"Jun 12, 2019","['Adventure', 'Comedy', 'Documentary', 'Drama']",Not Rated,,"{'domestic_gross': 71087, 'worldwide_gross': 71087}",1 hr 38 min,Jun,2019,71087,71087,Jun 2019,Adventure
3288,The Battle of Jangsari,"Oct 4, 2019","['Action', 'Drama', 'War']",,,"{'domestic_gross': 70853, 'worldwide_gross': 7883200}",1 hr 44 min,Oct,2019,7883200,70853,Oct 2019,Action
3289,Styx,"Feb 27, 2019",['Drama'],,,"{'domestic_gross': 70794, 'worldwide_gross': 118188}",1 hr 34 min,Feb,2019,118188,70794,Feb 2019,Drama
3290,Batman Returns,"May 6, 2019","['Action', 'Crime', 'Fantasy']",PG-13,80000000.0,"{'domestic_gross': 70642, 'worldwide_gross': 80699}",2 hr 6 min,May,2019,80699,70642,May 2019,Action
3291,Edie,"Sep 6, 2019","['Adventure', 'Drama']",,,"{'domestic_gross': 71790, 'worldwide_gross': 2731170}",1 hr 42 min,Sep,2019,2731170,71790,Sep 2019,Adventure
3292,Diamantino,"May 24, 2019","['Comedy', 'Drama', 'Fantasy', 'Sci-Fi']",,,"{'domestic_gross': 70088, 'worldwide_gross': 235041}",1 hr 36 min,May,2019,235041,70088,May 2019,Comedy
3293,The Body,"Dec 13, 2019","['Mystery', 'Thriller']",,,"{'domestic_gross': 68196, 'worldwide_gross': 159317}",1 hr 41 min,Dec,2019,159317,68196,Dec 2019,Mystery
3294,The Silence of Others,"May 8, 2019",['Documentary'],,,"{'domestic_gross': 67986, 'worldwide_gross': 289455}",1 hr 36 min,May,2019,289455,67986,May 2019,Documentary
3295,The Divine Move 2: The Wrathful,"Nov 15, 2019",['Action'],,,"{'domestic_gross': 67578, 'worldwide_gross': 15642991}",1 hr 46 min,Nov,2019,15642991,67578,Nov 2019,Action
3296,Being Frank,"Jun 14, 2019",['Comedy'],R,,"{'domestic_gross': 67343, 'worldwide_gross': 67343}",1 hr 49 min,Jun,2019,67343,67343,Jun 2019,Comedy
3297,Cunningham,"Dec 13, 2019","['Biography', 'Documentary', 'Music']",PG,,"{'domestic_gross': 265102, 'worldwide_gross': 320293}",1 hr 33 min,Dec,2019,320293,265102,Dec 2019,Biography
3298,This Changes Everything,"Jul 22, 2019",['Documentary'],,,"{'domestic_gross': 64988, 'worldwide_gross': 125348}",1 hr 36 min,Jul,2019,125348,64988,Jul 2019,Documentary
3299,End of the Century,"Aug 16, 2019",['Drama'],,,"{'domestic_gross': 66309, 'worldwide_gross': 79607}",1 hr 24 min,Aug,2019,79607,66309,Aug 2019,Drama
3300,Beautiful Boy,"Oct 12, 2018","['Biography', 'Drama']",R,,"{'domestic_gross': 7649973, 'worldwide_gross': 16636604}",2 hr,Oct,2018,16636604,7649973,Oct 2018,Biography
3301,Sauvage / Wild,"Apr 10, 2019",['Drama'],,,"{'domestic_gross': 61604, 'worldwide_gross': 317536}",1 hr 39 min,Apr,2019,317536,61604,Apr 2019,Drama
3302,The Mountain,"Jul 26, 2019",['Drama'],,,"{'domestic_gross': 61035, 'worldwide_gross': 61035}",1 hr 46 min,Jul,2019,61035,61035,Jul 2019,Drama
3303,Last Year at Marienbad,"May 17, 2019","['Drama', 'Mystery']",,,"{'domestic_gross': 63425, 'worldwide_gross': 68402}",1 hr 34 min,May,2019,68402,63425,May 2019,Drama
3304,By the Grace of God,"Oct 18, 2019","['Crime', 'Drama']",,,"{'domestic_gross': 67059, 'worldwide_gross': 7755652}",2 hr 17 min,Oct,2019,7755652,67059,Oct 2019,Crime
3305,John Fogerty: 50 Year Trip - Live at Red Rocks,"Nov 11, 2019",['Music'],,,"{'domestic_gross': 59795, 'worldwide_gross': 59795}",1 hr 50 min,Nov,2019,59795,59795,Nov 2019,Music
3306,Mickey and the Bear,"Nov 15, 2019",['Drama'],R,,"{'domestic_gross': 57188, 'worldwide_gross': 57188}",1 hr 28 min,Nov,2019,57188,57188,Nov 2019,Drama
3307,Heavy Water,"Jun 13, 2019",['Documentary'],Not Rated,,"{'domestic_gross': 55446, 'worldwide_gross': 99503}",1 hr 24 min,Jun,2019,99503,55446,Jun 2019,Documentary
3308,Maria By Callas,"Nov 2, 2018","['Biography', 'Documentary', 'Music']",PG,,"{'domestic_gross': 1267301, 'worldwide_gross': 2185562}",1 hr 59 min,Nov,2018,2185562,1267301,Nov 2018,Biography
3309,The Hate U Give,"Oct 5, 2018","['Crime', 'Drama']",PG-13,23000000.0,"{'domestic_gross': 29719483, 'worldwide_gross': 34934009}",2 hr 13 min,Oct,2018,34934009,29719483,Oct 2018,Crime
3310,Plácido Domingo Gala,"Sep 7, 2019",[],,,"{'domestic_gross': 52502, 'worldwide_gross': 311246}",2 hr,Sep,2019,311246,52502,Sep 2019,[]
3311,One Cut of the Dead,"Sep 13, 2019","['Comedy', 'Horror']",,,"{'domestic_gross': 52406, 'worldwide_gross': 27590180}",1 hr 36 min,Sep,2019,27590180,52406,Sep 2019,Comedy
3312,QT8: The First Eight,"Oct 21, 2019",['Documentary'],,,"{'domestic_gross': 51896, 'worldwide_gross': 101616}",1 hr 43 min,Oct,2019,101616,51896,Oct 2019,Documentary
3313,Greener Grass,"Oct 18, 2019",['Comedy'],,,"{'domestic_gross': 51456, 'worldwide_gross': 76045}",1 hr 35 min,Oct,2019,76045,51456,Oct 2019,Comedy
3314,"Cyrano, My Love","Feb 8, 2019","['Comedy', 'Drama', 'History']",R,,"{'domestic_gross': 351019, 'worldwide_gross': 5985822}",1 hr 50 min,Feb,2019,5985822,351019,Feb 2019,Comedy
3315,Making Waves: The Art of Cinematic Sound,"Oct 25, 2019",['Documentary'],,,"{'domestic_gross': 53144, 'worldwide_gross': 63998}",1 hr 34 min,Oct,2019,63998,53144,Oct 2019,Documentary
3316,Ophelia,"Jun 28, 2019","['Drama', 'History', 'Romance', 'Thriller', 'War']",PG-13,,"{'domestic_gross': 50722, 'worldwide_gross': 229405}",1 hr 54 min,Jun,2019,229405,50722,Jun 2019,Drama
3317,Clinton Road,"Jun 14, 2019",['Horror'],,,"{'domestic_gross': 50400, 'worldwide_gross': 50400}",1 hr 17 min,Jun,2019,50400,50400,Jun 2019,Horror
3318,"Love, Antosha","Aug 2, 2019","['Biography', 'Documentary', 'Music']",R,,"{'domestic_gross': 50168, 'worldwide_gross': 62900}",1 hr 32 min,Aug,2019,62900,50168,Aug 2019,Biography
3319,Free Trip to Egypt,"May 31, 2019","['Adventure', 'Comedy', 'Documentary', 'Drama']",Not Rated,,"{'domestic_gross': 49693, 'worldwide_gross': 49693}",1 hr 38 min,May,2019,49693,49693,May 2019,Adventure
3320,The Bounty Killer,"Jan 25, 2019","['Action', 'Western']",,,"{'domestic_gross': 48815, 'worldwide_gross': 48815}",1 hr 27 min,Jan,2019,48815,48815,Jan 2019,Action
3321,The Final Wish,"Jan 24, 2019",['Horror'],,,"{'domestic_gross': 25183, 'worldwide_gross': 95215}",1 hr 35 min,Jan,2019,95215,25183,Jan 2019,Horror
3322,The Queen,"Jun 28, 2019",['Documentary'],,,"{'domestic_gross': 47818, 'worldwide_gross': 47818}",1 hr 8 min,Jun,2019,47818,47818,Jun 2019,Documentary
3323,Becoming Astrid,"Nov 23, 2018","['Biography', 'Drama']",,,"{'domestic_gross': 120486, 'worldwide_gross': 938766}",2 hr 3 min,Nov,2018,938766,120486,Nov 2018,Biography
3324,Under the Silver Lake,"Apr 19, 2019","['Crime', 'Drama', 'Mystery', 'Thriller']",R,,"{'domestic_gross': 46083, 'worldwide_gross': 2053469}",2 hr 19 min,Apr,2019,2053469,46083,Apr 2019,Crime
3325,Sympathy for the Devil,"Nov 29, 2019",['War'],,,"{'domestic_gross': 51150, 'worldwide_gross': 114301}",1 hr 40 min,Nov,2019,114301,51150,Nov 2019,War
3326,¡He matado a mi marido!,"Mar 1, 2019","['Comedy', 'Crime', 'Romance']",,,"{'domestic_gross': 45777, 'worldwide_gross': 68017}",1 hr 48 min,Mar,2019,68017,45777,Mar 2019,Comedy
3327,High on the Hog,"Apr 19, 2019","['Action', 'Crime', 'Drama', 'Thriller']",,,"{'domestic_gross': 45696, 'worldwide_gross': 45696}",1 hr 25 min,Apr,2019,45696,45696,Apr 2019,Action
3328,The Proposal,"May 24, 2019",['Documentary'],,,"{'domestic_gross': 45149, 'worldwide_gross': 45149}",1 hr 26 min,May,2019,45149,45149,May 2019,Documentary
3329,What Is Democracy?,"Jan 16, 2019",['Documentary'],,,"{'domestic_gross': 44536, 'worldwide_gross': 44536}",1 hr 47 min,Jan,2019,44536,44536,Jan 2019,Documentary
3330,Maze,"Mar 22, 2019","['Crime', 'Drama', 'History', 'Mystery', 'Thriller']",,,"{'domestic_gross': 44381, 'worldwide_gross': 44381}",1 hr 32 min,Mar,2019,44381,44381,Mar 2019,Crime
3331,American Dharma,"Nov 1, 2019","['Biography', 'Documentary']",R,,"{'domestic_gross': 51891, 'worldwide_gross': 51891}",1 hr 35 min,Nov,2019,51891,51891,Nov 2019,Biography
3332,Carmine Street Guitars,"Apr 24, 2019","['Documentary', 'Music']",,,"{'domestic_gross': 44253, 'worldwide_gross': 44253}",1 hr 20 min,Apr,2019,44253,44253,Apr 2019,Documentary
3333,The Star,"Dec 7, 2019","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",PG,20000000.0,"{'domestic_gross': 43510, 'worldwide_gross': 21502695}",1 hr 26 min,Dec,2019,21502695,43510,Dec 2019,Adventure
3334,Fagara,"Sep 13, 2019","['Comedy', 'Drama']",,,"{'domestic_gross': 43417, 'worldwide_gross': 1265949}",1 hr 58 min,Sep,2019,1265949,43417,Sep 2019,Comedy
3335,Immortal Hero,"Oct 18, 2019",['Drama'],PG,,"{'domestic_gross': 43007, 'worldwide_gross': 6180032}",1 hr 58 min,Oct,2019,6180032,43007,Oct 2019,Drama
3336,Vita & Virginia,"Aug 23, 2019","['Biography', 'Drama', 'Romance']",,,"{'domestic_gross': 42741, 'worldwide_gross': 793439}",1 hr 50 min,Aug,2019,793439,42741,Aug 2019,Biography
3337,For Sama,"Jul 26, 2019","['Documentary', 'War']",,,"{'domestic_gross': 43796, 'worldwide_gross': 1396596}",1 hr 40 min,Jul,2019,1396596,43796,Jul 2019,Documentary
3338,Midnight Traveler,"Sep 18, 2019","['Documentary', 'War']",,,"{'domestic_gross': 41265, 'worldwide_gross': 50336}",1 hr 28 min,Sep,2019,50336,41265,Sep 2019,Documentary
3339,Clemency,"Dec 27, 2019",['Drama'],R,,"{'domestic_gross': 364716, 'worldwide_gross': 364716}",1 hr 52 min,Dec,2019,364716,364716,Dec 2019,Drama
3340,Charlie Says,"May 10, 2019","['Biography', 'Crime', 'Drama']",R,,"{'domestic_gross': 40685, 'worldwide_gross': 98240}",1 hr 50 min,May,2019,98240,40685,May 2019,Biography
3341,Slut in a Good Way,"Mar 28, 2019",['Comedy'],R,,"{'domestic_gross': 40513, 'worldwide_gross': 44240}",1 hr 29 min,Mar,2019,44240,40513,Mar 2019,Comedy
3342,Aniara,"May 17, 2019","['Drama', 'Sci-Fi']",R,,"{'domestic_gross': 40124, 'worldwide_gross': 40124}",1 hr 46 min,May,2019,40124,40124,May 2019,Drama
3343,Zilla and Zoe,"May 17, 2019",['Comedy'],,,"{'domestic_gross': 39003, 'worldwide_gross': 39003}",1 hr 44 min,May,2019,39003,39003,May 2019,Comedy
3344,Shed of the Dead,"May 17, 2019","['Comedy', 'Horror']",,,"{'domestic_gross': 38901, 'worldwide_gross': 38901}",1 hr 22 min,May,2019,38901,38901,May 2019,Comedy
3345,The Raft,"Jun 7, 2019",['Documentary'],,,"{'domestic_gross': 39678, 'worldwide_gross': 47269}",1 hr 37 min,Jun,2019,47269,39678,Jun 2019,Documentary
3346,The Cave,"Oct 18, 2019","['Documentary', 'War']",PG-13,,"{'domestic_gross': 62625, 'worldwide_gross': 258921}",1 hr 47 min,Oct,2019,258921,62625,Oct 2019,Documentary
3347,Batman Forever,"May 12, 2019","['Action', 'Adventure']",PG-13,100000000.0,"{'domestic_gross': 38014, 'worldwide_gross': 38387}",2 hr 1 min,May,2019,38387,38014,May 2019,Action
3348,Union,"Aug 2, 2019","['Drama', 'History', 'War']",,,"{'domestic_gross': 41656, 'worldwide_gross': 41656}",2 hr 15 min,Aug,2019,41656,41656,Aug 2019,Drama
3349,The Quiet One,"Jun 21, 2019","['Documentary', 'Music']",,,"{'domestic_gross': 37010, 'worldwide_gross': 37010}",1 hr 38 min,Jun,2019,37010,37010,Jun 2019,Documentary
3350,The Death of Dick Long,"Sep 27, 2019","['Comedy', 'Crime', 'Drama']",R,,"{'domestic_gross': 36856, 'worldwide_gross': 36856}",1 hr 40 min,Sep,2019,36856,36856,Sep 2019,Comedy
3351,The Sower,"Mar 1, 2019","['Drama', 'Romance']",,,"{'domestic_gross': 36233, 'worldwide_gross': 433112}",1 hr 38 min,Mar,2019,433112,36233,Mar 2019,Drama
3352,Buñuel in the Labyrinth of the Turtles,"Aug 16, 2019","['Animation', 'Biography', 'Drama', 'History']",,,"{'domestic_gross': 36205, 'worldwide_gross': 185675}",1 hr 20 min,Aug,2019,185675,36205,Aug 2019,Animation
3353,Yardie,"Mar 15, 2019","['Crime', 'Drama']",,,"{'domestic_gross': 36012, 'worldwide_gross': 1551163}",1 hr 41 min,Mar,2019,1551163,36012,Mar 2019,Crime
3354,Britt-Marie Was Here,"Sep 20, 2019","['Comedy', 'Drama', 'Sport']",,,"{'domestic_gross': 36549, 'worldwide_gross': 168862}",1 hr 37 min,Sep,2019,168862,36549,Sep 2019,Comedy
3355,Loro,"Sep 20, 2019","['Biography', 'Drama']",,,"{'domestic_gross': 35613, 'worldwide_gross': 35613}",2 hr 31 min,Sep,2019,35613,35613,Sep 2019,Biography
3356,White Snake,"Nov 15, 2019","['Action', 'Adventure', 'Animation', 'Fantasy', 'Romance']",,,"{'domestic_gross': 34730, 'worldwide_gross': 61631776}",1 hr 39 min,Nov,2019,61631776,34730,Nov 2019,Action
3357,Love Live! Sunshine!! The School Idol Movie: Over The Rainbow,"Aug 5, 2019","['Animation', 'Music']",,,"{'domestic_gross': 34135, 'worldwide_gross': 7733048}",1 hr 40 min,Aug,2019,7733048,34135,Aug 2019,Animation
3358,The Wild Pear Tree,"Jan 30, 2019",['Drama'],,,"{'domestic_gross': 34014, 'worldwide_gross': 1696258}",3 hr 8 min,Jan,2019,1696258,34014,Jan 2019,Drama
3359,Killer Unicorn,"Jun 14, 2019",['Horror'],,,"{'domestic_gross': 33901, 'worldwide_gross': 33901}",1 hr 14 min,Jun,2019,33901,33901,Jun 2019,Horror
3360,Moonlight Sonata: Deafness in Three Movements,"Sep 13, 2019",['Documentary'],,,"{'domestic_gross': 33823, 'worldwide_gross': 33823}",1 hr 30 min,Sep,2019,33823,33823,Sep 2019,Documentary
3361,An Elephant Sitting Still,"Mar 8, 2019",['Drama'],,,"{'domestic_gross': 32556, 'worldwide_gross': 39599}",3 hr 50 min,Mar,2019,39599,32556,Mar 2019,Drama
3362,Knife + Heart,"Mar 15, 2019","['Drama', 'Horror', 'Mystery', 'Romance', 'Thriller']",,,"{'domestic_gross': 32516, 'worldwide_gross': 341847}",1 hr 42 min,Mar,2019,341847,32516,Mar 2019,Drama
3363,An Acceptable Loss,"Jan 18, 2019","['Drama', 'Thriller']",R,,"{'domestic_gross': 32427, 'worldwide_gross': 32427}",1 hr 42 min,Jan,2019,32427,32427,Jan 2019,Drama
3364,10E,"Sep 27, 2019",['Comedy'],,,"{'domestic_gross': 32413, 'worldwide_gross': 32413}",1 hr 34 min,Sep,2019,32413,32413,Sep 2019,Comedy
3365,Ága,"Sep 4, 2019",['Drama'],,,"{'domestic_gross': 35178, 'worldwide_gross': 35178}",1 hr 36 min,Sep,2019,35178,35178,Sep 2019,Drama
3366,Desolation Center,"Sep 13, 2019",['Documentary'],,,"{'domestic_gross': 32016, 'worldwide_gross': 32016}",1 hr 33 min,Sep,2019,32016,32016,Sep 2019,Documentary
3367,Gift,"Oct 11, 2019",['Documentary'],,,"{'domestic_gross': 31588, 'worldwide_gross': 31588}",1 hr 30 min,Oct,2019,31588,31588,Oct 2019,Documentary
3368,Buddy,"Mar 20, 2019",['Documentary'],,,"{'domestic_gross': 31203, 'worldwide_gross': 31203}",1 hr 26 min,Mar,2019,31203,31203,Mar 2019,Documentary
3369,Horn from the Heart: The Paul Butterfield Story,"Oct 17, 2018","['Biography', 'Documentary', 'Music']",,,"{'domestic_gross': 58597, 'worldwide_gross': 58597}",1 hr 35 min,Oct,2018,58597,58597,Oct 2018,Biography
