,title,release_date,genres,mpaa,budget_cost,total_gross,runtime
3113,The Twilight Zone: A 60th Anniversary Celebration,14-Nov-19,"['Drama', 'Fantasy', 'Horror']",,,"{'domestic_gross': 248514, 'worldwide_gross': 248514}",3 hr
3114,Doctor Who: The End of Time: Part One,7-Aug-19,"['Adventure', 'Drama', 'Family', 'Mystery', 'Sci-Fi']",,,"{'domestic_gross': 247798, 'worldwide_gross': 247798}",1 hr
3115,Friendsgiving Day #1,24-Nov-19,[],,,"{'domestic_gross': 246168, 'worldwide_gross': 246168}",1 hr 50 min
3116,63 Up,27-Nov-19,['Documentary'],,,"{'domestic_gross': 483684, 'worldwide_gross': 483684}",2 hr 25 min
3117,311 Enlarged to Show Detail 3,11-Mar-19,['Music'],,,"{'domestic_gross': 238791, 'worldwide_gross': 238791}",2 hr 13 min
3118,Give Me Liberty,23-Aug-19,"['Comedy', 'Drama']",,,"{'domestic_gross': 242734, 'worldwide_gross': 624445}",1 hr 50 min
3119,American Woman,14-Jun-19,"['Drama', 'Mystery']",R,,"{'domestic_gross': 236637, 'worldwide_gross': 245416}",1 hr 51 min
3120,Romeo Akbar Walter,5-Apr-19,"['Action', 'Drama', 'Thriller']",Not Rated,,"{'domestic_gross': 236299, 'worldwide_gross': 688719}",2 hr 21 min
3121,Premier Boxing Champions: PBC on FOX: Spence vs. Porter,28-Sep-19,['Sport'],,,"{'domestic_gross': 232973, 'worldwide_gross': 232973}",
3122,DAZN Boxing: Canelo Alvarez vs. Daniel Jacobs,4-May-19,['Sport'],,,"{'domestic_gross': 230703, 'worldwide_gross': 230703}",
3123,Under the Sea 3D,13-Feb-09,"['Documentary', 'Short']",,,"{'domestic_gross': 36262926, 'worldwide_gross': 55902624}",41 min
3124,Mine 9,12-Apr-19,"['Drama', 'Thriller']",Not Rated,,"{'domestic_gross': 226421, 'worldwide_gross': 226421}",1 hr 23 min
3125,Premier Boxing Champions: PBC on FOX PPV: Pacquiao vs. Thurman,20-Jul-19,['Sport'],,,"{'domestic_gross': 223858, 'worldwide_gross': 223858}",
3126,Never Surrender: A Galaxy Quest Documentary,26-Nov-19,['Documentary'],,,"{'domestic_gross': 222971, 'worldwide_gross': 222971}",1 hr 35 min
3127,First Love,27-Sep-19,"['Action', 'Comedy', 'Crime', 'Romance']",,,"{'domestic_gross': 218329, 'worldwide_gross': 336756}",1 hr 48 min
3128,"The Gangster, the Cop, the Devil",7-Jun-19,"['Action', 'Crime', 'Drama']",Not Rated,,"{'domestic_gross': 216494, 'worldwide_gross': 25775371}",1 hr 49 min
3129,The Karate Kid,31-Mar-19,"['Action', 'Drama', 'Family', 'Sport']",,,"{'domestic_gross': 215447, 'worldwide_gross': 215447}",2 hr 6 min
3130,The Possession of Hannah Grace,30-Nov-18,"['Horror', 'Mystery', 'Thriller']",R,"$7,700,000 ","{'domestic_gross': 14837422, 'worldwide_gross': 43016528}",1 hr 26 min
3131,Hamlet,8-Jul-19,['Drama'],,,"{'domestic_gross': 214578, 'worldwide_gross': 214578}",3 hr 37 min
3132,"Faith, Hope & Love",15-Mar-19,"['Comedy', 'Romance']",PG,,"{'domestic_gross': 210091, 'worldwide_gross': 210091}",1 hr 46 min
3133,Master Z: The Ip Man Legacy,12-Apr-19,"['Action', 'Biography', 'Crime', 'Drama']",Not Rated,,"{'domestic_gross': 209454, 'worldwide_gross': 21832649}",1 hr 47 min
3134,Kathy Griffin: A Hell of a Story,31-Jul-19,"['Comedy', 'Documentary']",,,"{'domestic_gross': 208907, 'worldwide_gross': 208907}",1 hr 46 min
3135,Play the Flute,28-Jan-19,['Drama'],,,"{'domestic_gross': 241251, 'worldwide_gross': 241251}",1 hr 43 min
3136,Bolshoi Ballet: Carmen Suite/Petrushka,19-May-19,[],,,"{'domestic_gross': 207523, 'worldwide_gross': 522179}",2 hr 20 min
3137,The Iron Orchard,22-Feb-19,"['Drama', 'History', 'Romance']",R,,"{'domestic_gross': 204881, 'worldwide_gross': 204881}",1 hr 52 min
3138,Hesburgh,26-Apr-19,['Documentary'],Not Rated,,"{'domestic_gross': 204709, 'worldwide_gross': 204709}",1 hr 46 min
3139,Venom,5-Oct-18,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",PG-13,"$100,000,000 ","{'domestic_gross': 213515506, 'worldwide_gross': 856085151}",1 hr 52 min
3140,Forrest Gump,23-Jun-19,"['Drama', 'Romance']",PG-13,"$55,000,000 ","{'domestic_gross': 203088, 'worldwide_gross': 5140828}",2 hr 22 min
3141,Dabangg 3,20-Dec-19,"['Action', 'Comedy']",,,"{'domestic_gross': 202000, 'worldwide_gross': 14784628}",2 hr 40 min
3142,Blink of an Eye,12-Sep-19,['Documentary'],,,"{'domestic_gross': 201874, 'worldwide_gross': 201874}",1 hr 28 min
3143,Friendsgiving Day #2,25-Nov-19,[],,,"{'domestic_gross': 198869, 'worldwide_gross': 198869}",1 hr 50 min
3144,Chasing the Dragon II: Wild Wild Bunch,7-Jun-19,"['Action', 'Biography', 'Crime', 'Thriller']",Not Rated,,"{'domestic_gross': 196634, 'worldwide_gross': 45733356}",1 hr 41 min
3145,Family,19-Apr-19,['Comedy'],R,,"{'domestic_gross': 194601, 'worldwide_gross': 194601}",1 hr 25 min
3146,A Beautiful Planet,29-Apr-16,['Documentary'],,,"{'domestic_gross': 15650615, 'worldwide_gross': 25730120}",46 min
3147,Heading Home: The Tale of Team Israel,14-Dec-18,"['Comedy', 'Documentary', 'Drama', 'Sport']",,,"{'domestic_gross': 207533, 'worldwide_gross': 207533}",1 hr 27 min
3148,Bolshoi Ballet: Le Corsaire,17-Nov-19,[],,,"{'domestic_gross': 190192, 'worldwide_gross': 417152}",
3149,The Divine Plan,6-Nov-19,['Documentary'],,,"{'domestic_gross': 190031, 'worldwide_gross': 190031}",1 hr 45 min
3150,Pagalpanti,22-Nov-19,"['Action', 'Comedy']",,,"{'domestic_gross': 423340, 'worldwide_gross': 5633633}",2 hr 29 min
3151,Mr. Klein,6-Sep-19,"['Crime', 'Drama', 'Mystery', 'Thriller', 'War']",,,"{'domestic_gross': 193028, 'worldwide_gross': 193028}",2 hr 3 min
3152,42nd Street: The Musical,1-May-19,['Musical'],Not Rated,,"{'domestic_gross': 187440, 'worldwide_gross': 1967450}",2 hr 35 min
3153,The River and the Wall,3-May-19,"['Adventure', 'Documentary']",,,"{'domestic_gross': 183602, 'worldwide_gross': 183602}",1 hr 37 min
3154,To Dust,8-Feb-19,"['Comedy', 'Drama']",R,,"{'domestic_gross': 184495, 'worldwide_gross': 184495}",1 hr 45 min
3155,Giant Little Ones,1-Mar-19,['Drama'],R,,"{'domestic_gross': 181507, 'worldwide_gross': 181507}",1 hr 33 min
3156,Raymonda: Bolshoi Ballet,27-Oct-19,['Music'],,,"{'domestic_gross': 181361, 'worldwide_gross': 181361}",2 hr 26 min
3157,Bolshoi Ballet: Raymonda,27-Oct-19,[],,,"{'domestic_gross': 181361, 'worldwide_gross': 181361}",
3158,Robin Hood,21-Nov-18,"['Action', 'Adventure', 'Drama', 'Thriller']",PG-13,"$100,000,000 ","{'domestic_gross': 30824628, 'worldwide_gross': 86489031}",1 hr 56 min
3159,The Warrior Queen of Jhansi,15-Nov-19,"['Action', 'Adventure', 'Drama', 'Fantasy', 'War']",R,,"{'domestic_gross': 177289, 'worldwide_gross': 177289}",1 hr 42 min
3160,India's Most Wanted,24-May-19,"['Action', 'Thriller']",Not Rated,,"{'domestic_gross': 176858, 'worldwide_gross': 235351}",2 hr 3 min
3161,"Iyengar: The Man, Yoga, and the Student's Journey",12-Apr-19,['Documentary'],,,"{'domestic_gross': 176387, 'worldwide_gross': 176387}",1 hr 47 min
3162,Tigers Are Not Afraid,21-Aug-19,"['Fantasy', 'Horror', 'Mystery']",,,"{'domestic_gross': 175559, 'worldwide_gross': 210138}",1 hr 23 min
3163,Marjaavaan,15-Nov-19,"['Action', 'Drama', 'Romance']",,,"{'domestic_gross': 174164, 'worldwide_gross': 641154}",2 hr 32 min
3164,Ashfall,19-Dec-19,"['Action', 'Drama', 'Thriller']",,,"{'domestic_gross': 372562, 'worldwide_gross': 61255955}",2 hr 10 min
3165,Bolshoi Ballet: The Golden Age,7-Apr-19,[],,,"{'domestic_gross': 171916, 'worldwide_gross': 277666}",2 hr 20 min
3166,Nureyev: Lifting the Curtain,19-Apr-19,['Documentary'],,,"{'domestic_gross': 165203, 'worldwide_gross': 342255}",1 hr 49 min
3167,Frankie,25-Oct-19,"['Drama', 'Romance']",PG-13,,"{'domestic_gross': 171781, 'worldwide_gross': 695680}",1 hr 40 min
3168,Indian Horse,13-Apr-18,['Drama'],,,"{'domestic_gross': 2097362, 'worldwide_gross': 2097362}",1 hr 41 min
3169,Asbury Park: Riot Redemption Rock 'n Roll,22-May-19,"['Documentary', 'Music']",,,"{'domestic_gross': 167684, 'worldwide_gross': 264983}",1 hr 56 min
3170,The Bad Guys: The Movie,20-Sep-19,"['Action', 'Crime', 'Thriller']",,,"{'domestic_gross': 166972, 'worldwide_gross': 34024386}",1 hr 54 min
3171,Bright Ones,22-Apr-19,['Musical'],PG,,"{'domestic_gross': 165627, 'worldwide_gross': 165627}",1 hr 22 min
3172,Sunset,22-Mar-19,"['Drama', 'Mystery']",R,,"{'domestic_gross': 164906, 'worldwide_gross': 1083299}",2 hr 22 min
3173,INXS: Baby Live at Wembly Stadium,9-Dec-19,[],,,"{'domestic_gross': 161750, 'worldwide_gross': 366425}",
3174,Monty Python's Life of Brian,18-Apr-19,['Comedy'],,,"{'domestic_gross': 161507, 'worldwide_gross': 493971}",1 hr 34 min
3175,"Diana Ross: Her Life, Love and Legacy",26-Mar-19,[],,,"{'domestic_gross': 160968, 'worldwide_gross': 160968}",2 hr 40 min
3176,Batman,4-May-19,"['Action', 'Adventure']",,"$35,000,000 ","{'domestic_gross': 159419, 'worldwide_gross': 207901}",2 hr 6 min
3177,Them That Follow,2-Aug-19,"['Drama', 'Thriller']",R,,"{'domestic_gross': 159218, 'worldwide_gross': 172952}",1 hr 38 min
3178,Synonyms,25-Oct-19,"['Comedy', 'Drama']",,,"{'domestic_gross': 206003, 'worldwide_gross': 501223}",2 hr 3 min
3179,The World Before Your Feet,21-Nov-18,['Documentary'],,,"{'domestic_gross': 268644, 'worldwide_gross': 268644}",1 hr 35 min
3180,Money,21-Mar-19,"['Crime', 'Drama']",,,"{'domestic_gross': 155732, 'worldwide_gross': 155732}",1 hr 55 min
3181,The Death & Life of John F. Donovan,23-Aug-19,['Drama'],R,,"{'domestic_gross': 152713, 'worldwide_gross': 3326364}",2 hr 3 min
3182,Halston,24-May-19,"['Biography', 'Documentary']",Not Rated,,"{'domestic_gross': 151991, 'worldwide_gross': 163446}",1 hr 45 min
3183,Peterloo,5-Apr-19,"['Drama', 'History']",PG-13,,"{'domestic_gross': 151971, 'worldwide_gross': 1998945}",2 hr 34 min
3184,Before You Know It,30-Aug-19,"['Comedy', 'Drama']",,,"{'domestic_gross': 151507, 'worldwide_gross': 151507}",1 hr 38 min
3185,Jay Myself,31-Jul-19,"['Biography', 'Documentary']",,,"{'domestic_gross': 151331, 'worldwide_gross': 151331}",1 hr 19 min
3186,Glory,21-Jul-19,"['Biography', 'Drama', 'History', 'War']",,,"{'domestic_gross': 150801, 'worldwide_gross': 150801}",2 hr 2 min
3187,The Samuel Project,28-Sep-18,['Drama'],PG-13,,"{'domestic_gross': 161565, 'worldwide_gross': 161565}",1 hr 32 min
3188,Little Woods,19-Apr-19,"['Crime', 'Drama', 'Western']",R,,"{'domestic_gross': 150010, 'worldwide_gross': 171912}",1 hr 45 min
3189,Trial by Fire,17-May-19,"['Biography', 'Drama']",R,,"{'domestic_gross': 148504, 'worldwide_gross': 148504}",2 hr 7 min
3190,War and Peace,15-Feb-19,"['Drama', 'History', 'Romance', 'War']",,,"{'domestic_gross': 148503, 'worldwide_gross': 148503}",7 hr 2 min
3191,Dogman,12-Apr-19,"['Crime', 'Drama', 'Thriller']",,,"{'domestic_gross': 148225, 'worldwide_gross': 5080147}",1 hr 43 min
3192,Framing John DeLorean,7-Jun-19,"['Biography', 'Documentary', 'Drama']",,,"{'domestic_gross': 145625, 'worldwide_gross': 145625}",1 hr 49 min
3193,Hampstead,14-Jun-19,"['Comedy', 'Drama', 'Romance']",PG-13,,"{'domestic_gross': 144396, 'worldwide_gross': 6335171}",1 hr 42 min
3194,Doctor Who: Logopolis,13-Mar-19,[],,,"{'domestic_gross': 143248, 'worldwide_gross': 143248}",2 hr 24 min
3195,Hubble 3D,19-Mar-10,['Documentary'],,,"{'domestic_gross': 52522904, 'worldwide_gross': 74249729}",45 min
3196,Canelo vs. Kovalev,2-Nov-19,[],,,"{'domestic_gross': 140820, 'worldwide_gross': 140820}",
3197,The Last Resort,21-Dec-18,"['Documentary', 'History']",,,"{'domestic_gross': 158646, 'worldwide_gross': 158646}",1 hr 10 min
3198,Wilder vs. Ortiz,23-Nov-19,['Sport'],,,"{'domestic_gross': 139207, 'worldwide_gross': 139207}",4 hr 30 min
3199,Who Will Write Our History,18-Jan-19,"['Documentary', 'History']",,,"{'domestic_gross': 138039, 'worldwide_gross': 138868}",1 hr 35 min
3200,Rafiki,19-Apr-19,"['Drama', 'Romance']",,,"{'domestic_gross': 137968, 'worldwide_gross': 181316}",1 hr 23 min
3201,Lynryd Skynyrd: Last of the Street Survivors Farewell Tour,7-Nov-19,['Music'],,,"{'domestic_gross': 137888, 'worldwide_gross': 137888}",1 hr 50 min
3202,The Other Story,28-Jun-19,['Drama'],,,"{'domestic_gross': 135191, 'worldwide_gross': 135191}",1 hr 52 min
3203,Okko's Inn,22-Apr-19,"['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy']",PG,,"{'domestic_gross': 134787, 'worldwide_gross': 293385}",1 hr 34 min
3204,Palau the Movie,29-Mar-19,"['Biography', 'Drama']",,,"{'domestic_gross': 134696, 'worldwide_gross': 171155}",2 hr
3205,Burning,26-Oct-18,"['Drama', 'Mystery']",,,"{'domestic_gross': 718991, 'worldwide_gross': 7576345}",2 hr 28 min
3206,Made in Abyss: Journey's Dawn,20-Mar-19,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Mystery', 'Sci-Fi']",,,"{'domestic_gross': 134047, 'worldwide_gross': 134194}",1 hr 59 min
3207,Peppa Celebrates Chinese New Year,6-Feb-19,"['Animation', 'Family']",G,,"{'domestic_gross': 131225, 'worldwide_gross': 18653040}",1 hr 21 min
3208,Mister America,9-Oct-19,['Comedy'],R,,"{'domestic_gross': 130897, 'worldwide_gross': 130897}",1 hr 29 min
3209,The Zoya Factor,20-Sep-19,"['Comedy', 'Drama', 'Romance', 'Sport']",,,"{'domestic_gross': 128831, 'worldwide_gross': 289631}",2 hr 14 min
3210,Woodstock,15-Aug-19,"['Documentary', 'History', 'Music']",R,,"{'domestic_gross': 126562, 'worldwide_gross': 320610}",3 hr 4 min
3211,Paris Is Burning,14-Jun-19,['Documentary'],R,"$500,000 ","{'domestic_gross': 125677, 'worldwide_gross': 125677}",1 hr 11 min
3212,Lost & Found,29-Mar-19,"['Comedy', 'Drama']",,,"{'domestic_gross': 125173, 'worldwide_gross': 164026}",1 hr 36 min
3213,Mary Magdalene,12-Apr-19,"['Biography', 'Drama']",R,,"{'domestic_gross': 124741, 'worldwide_gross': 124741}",2 hr
3214,Easy Rider,14-Jul-19,"['Adventure', 'Drama']",,"$360,000 ","{'domestic_gross': 123276, 'worldwide_gross': 123276}",1 hr 35 min
3215,Born to Be Wild,8-Apr-11,"['Adventure', 'Documentary', 'Short']",,,"{'domestic_gross': 25978556, 'worldwide_gross': 41644475}",40 min
3216,A Tuba to Cuba,15-Feb-19,"['Documentary', 'History', 'Music']",,,"{'domestic_gross': 121772, 'worldwide_gross': 124592}",1 hr 22 min
3217,Avant qu'on explose,1-Mar-19,['Comedy'],,,"{'domestic_gross': 119894, 'worldwide_gross': 119894}",1 hr 48 min
3218,Portrait of a Lady on Fire,6-Dec-19,"['Drama', 'Romance']",R,,"{'domestic_gross': 3759854, 'worldwide_gross': 9920307}",2 hr 2 min
3219,The Fall of the American Empire,29-Jun-18,"['Comedy', 'Crime']",R,,"{'domestic_gross': 2178460, 'worldwide_gross': 4110928}",2 hr 7 min
3220,"Ruben Brandt, Collector",15-Feb-19,"['Action', 'Animation', 'Crime', 'Drama', 'Thriller']",R,,"{'domestic_gross': 117963, 'worldwide_gross': 369809}",1 hr 36 min
3221,The Reports on Sarah and Saleem,12-Jun-19,"['Crime', 'Drama', 'Mystery', 'Romance', 'War']",,,"{'domestic_gross': 117479, 'worldwide_gross': 607206}",2 hr 7 min
3222,Mob Psycho 100,5-Jan-19,"['Sci-Fi', 'Thriller']",,,"{'domestic_gross': 115766, 'worldwide_gross': 115766}",
3223,Police Story,1-Feb-19,"['Action', 'Comedy', 'Crime', 'Thriller']",PG-13,,"{'domestic_gross': 113164, 'worldwide_gross': 113164}",1 hr 40 min
3224,Be Natural: The Untold Story of Alice Guy-Blaché,19-Apr-19,['Documentary'],,,"{'domestic_gross': 115685, 'worldwide_gross': 133603}",1 hr 43 min
3225,The Kingmaker,8-Nov-19,"['Biography', 'Documentary', 'History']",R,,"{'domestic_gross': 122587, 'worldwide_gross': 148611}",1 hr 41 min
3226,Babylon,8-Mar-19,['Drama'],,,"{'domestic_gross': 109749, 'worldwide_gross': 109749}",1 hr 35 min
3227,Branagh Theatre Live: The Winter's Tale,4-Dec-19,['Drama'],,,"{'domestic_gross': 141143, 'worldwide_gross': 141143}",3 hr
3228,The Audience,3-Jun-19,['Drama'],,,"{'domestic_gross': 106529, 'worldwide_gross': 523432}",2 hr 53 min
3229,The Brink,28-Mar-19,['Documentary'],Not Rated,,"{'domestic_gross': 106057, 'worldwide_gross': 106057}",1 hr 31 min
3230,"Belle and Sebastian, Friends for Life",25-Jan-19,"['Adventure', 'Family']",,,"{'domestic_gross': 105890, 'worldwide_gross': 229983}",1 hr 31 min
3231,Cold Case Hammarskjöld,16-Aug-19,"['Animation', 'Documentary', 'History']",,,"{'domestic_gross': 104965, 'worldwide_gross': 104965}",2 hr 8 min
3232,Downtown 81,25-Oct-19,"['Comedy', 'Drama', 'Musical']",,,"{'domestic_gross': 122390, 'worldwide_gross': 122390}",1 hr 12 min
3233,Miss & Mrs. Cops,10-May-19,"['Action', 'Comedy', 'Crime']",,,"{'domestic_gross': 104578, 'worldwide_gross': 12147170}",1 hr 47 min
3234,Penguin Highway,12-Apr-19,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Mystery']",Not Rated,,"{'domestic_gross': 104567, 'worldwide_gross': 4006647}",1 hr 57 min
3235,Anthropocene: The Human Epoch,25-Sep-19,['Documentary'],,,"{'domestic_gross': 104806, 'worldwide_gross': 334162}",1 hr 27 min
3236,The Divine Fury,16-Aug-19,"['Action', 'Horror', 'Thriller']",,,"{'domestic_gross': 102982, 'worldwide_gross': 11799556}",2 hr 9 min
3237,Walking on Water,17-May-19,"['Adventure', 'Comedy', 'Documentary', 'History']",,,"{'domestic_gross': 102140, 'worldwide_gross': 178119}",1 hr 45 min
3238,Mojin: The Worm Valley,4-Jan-19,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Mystery']",,,"{'domestic_gross': 101516, 'worldwide_gross': 22381583}",1 hr 50 min
3239,Wonders of the Sea,17-Jan-19,['Documentary'],G,,"{'domestic_gross': 100780, 'worldwide_gross': 279415}",1 hr 22 min
3240,Mirai,29-Nov-18,"['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy']",PG,,"{'domestic_gross': 812794, 'worldwide_gross': 27526961}",1 hr 38 min
3241,Tazza: One-Eyed Jack,20-Sep-19,"['Crime', 'Drama']",,,"{'domestic_gross': 97655, 'worldwide_gross': 16572611}",2 hr 19 min
3242,The Third Wife,15-May-19,['Drama'],R,,"{'domestic_gross': 84933, 'worldwide_gross': 305755}",1 hr 36 min
3243,The Song of Names,25-Dec-19,"['Drama', 'Music', 'Mystery', 'War']",PG-13,,"{'domestic_gross': 1077584, 'worldwide_gross': 1138700}",1 hr 53 min
3244,The Image Book,25-Jan-19,['Drama'],,,"{'domestic_gross': 94153, 'worldwide_gross': 130802}",1 hr 24 min
3245,Margaret Atwood: Live in Cinemas,10-Sep-19,['News'],,,"{'domestic_gross': 93690, 'worldwide_gross': 529285}",1 hr 50 min
3246,Rojo,12-Jul-19,"['Drama', 'Mystery', 'Thriller']",,,"{'domestic_gross': 94757, 'worldwide_gross': 557092}",1 hr 49 min
3247,Always Miss You,3-May-19,['Romance'],Not Rated,,"{'domestic_gross': 91884, 'worldwide_gross': 19015465}",1 hr 38 min
3248,Mapplethorpe,1-Mar-19,"['Biography', 'Drama']",,,"{'domestic_gross': 91002, 'worldwide_gross': 91002}",1 hr 42 min
3249,The Crossing,15-Mar-19,['Drama'],,,"{'domestic_gross': 90896, 'worldwide_gross': 1589212}",1 hr 39 min
3250,Loopers: The Caddie's Long Walk,7-Jun-19,"['Documentary', 'Sport']",PG,,"{'domestic_gross': 90679, 'worldwide_gross': 90679}",1 hr 20 min
3251,My Dear Liar,8-Nov-19,['Drama'],,,"{'domestic_gross': 90545, 'worldwide_gross': 31177968}",1 hr 56 min
3252,A Bigger Splash,21-Jun-19,"['Biography', 'Documentary', 'Drama']",,,"{'domestic_gross': 95826, 'worldwide_gross': 95826}",1 hr 46 min
3253,Sound! Euphonium the Movie - Our Promise: A Brand New Day,11-Jul-19,"['Animation', 'Drama', 'Family', 'Music']",,,"{'domestic_gross': 90341, 'worldwide_gross': 2403030}",1 hr 40 min
3254,Varda by Agnès,22-Nov-19,"['Biography', 'Documentary']",,,"{'domestic_gross': 160765, 'worldwide_gross': 235699}",1 hr 55 min
3255,Take Point,27-Dec-18,['Action'],,,"{'domestic_gross': 112386, 'worldwide_gross': 12908032}",1 hr 59 min
3256,Ramen Shop,22-Mar-19,['Drama'],,,"{'domestic_gross': 88455, 'worldwide_gross': 734579}",1 hr 29 min
3257,The Lumber Baron,24-May-19,"['Drama', 'History', 'Mystery']",PG,,"{'domestic_gross': 88336, 'worldwide_gross': 88336}",2 hr
3258,Jim Allison: Breakthrough,27-Sep-19,['Documentary'],PG-13,,"{'domestic_gross': 87984, 'worldwide_gross': 87984}",1 hr 30 min
3259,ECCO,9-Aug-19,"['Crime', 'Drama', 'Thriller']",R,,"{'domestic_gross': 86858, 'worldwide_gross': 86858}",2 hr 3 min
3260,Sonchiriya,1-Mar-19,"['Action', 'Crime', 'Drama']",,,"{'domestic_gross': 86765, 'worldwide_gross': 135413}",2 hr 23 min
3261,The Chambermaid,28-Jun-19,['Drama'],,,"{'domestic_gross': 86422, 'worldwide_gross': 164531}",1 hr 42 min
3262,National Theater Live: Cyrano de Bergerac,23-Jan-19,"['Drama', 'Romance']",,,"{'domestic_gross': 86300, 'worldwide_gross': 1173512}",2 hr 40 min
3263,Mayday Life,31-May-19,['Music'],,,"{'domestic_gross': 85912, 'worldwide_gross': 7435496}",1 hr 52 min
3264,Skid Row Marathon,14-Oct-19,['Documentary'],,,"{'domestic_gross': 84997, 'worldwide_gross': 84997}",1 hr 25 min
3265,Papi Chulo,7-Jun-19,"['Comedy', 'Drama']",R,,"{'domestic_gross': 84703, 'worldwide_gross': 94321}",1 hr 38 min
3266,Woodstock,24-May-19,"['Documentary', 'History']",Not Rated,,"{'domestic_gross': 84440, 'worldwide_gross': 84440}",1 hr 46 min
3267,Once Upon a Deadpool,12-Dec-18,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",R,"$110,000,000 ","{'domestic_gross': 6100309, 'worldwide_gross': 51247568}",1 hr 59 min
3268,Looking Up,19-Jul-19,['Drama'],,,"{'domestic_gross': 84267, 'worldwide_gross': 122994583}",2 hr 27 min
3269,High Strung Free Dance,11-Oct-19,"['Music', 'Romance']",PG,,"{'domestic_gross': 83891, 'worldwide_gross': 98481}",1 hr 43 min
3270,Ms. Purple,6-Sep-19,['Drama'],,,"{'domestic_gross': 80657, 'worldwide_gross': 80657}",1 hr 27 min
